,Word,Frequency
0,vov.vn,1
1,deputi,1
2,prime,1
3,minist,3
4,foreign,2
5,pham,1
6,binh,1
7,minh,1
8,offer,1
9,condol,1
10,canadian,2
11,françois-philipp,1
12,champagn,1
13,april,1
14,19,1
15,mass,1
16,shoot,2
17,north,2
18,american,1
19,country.th,1
20,attack,2
21,occur,1
22,coastal,1
23,town,1
24,portapiqu,1
25,130km,1
26,capit,1
27,halifax,1
28,nova,1
29,scotia,1
30,province.th,1
31,royal,1
32,mount,1
33,polic,1
34,rcmp,2
35,said,1
36,gunman,2
37,name,1
38,51-year-old,1
39,gabriel,1
40,wortman,1
41,die,1
42,peopl,1
43,sever,1
44,locat,1
45,across,1
46,province.accord,1
47,total,1
48,number,1
49,death,1
50,hit,1
51,23,1
52,includ,1
53,power,1
54,epi,1
55,technolog,1
