,Word,Frequency
0,oslo,3
1,—doubl,1
2,world,6
3,400m,1
4,hurdl,2
5,champion,4
6,karsten,1
7,warholm,4
8,put,2
9,asid,1
10,coronavirus-induc,1
11,lego,2
12,build,2
13,smash,2
14,record,4
15,unorthodox,1
16,300m,1
17,behind,1
18,close,2
19,door,1
20,near-empti,1
21,bislett,1
22,stadium,2
23,thursday.aft,1
24,'s,15
25,fame,1
26,diamond,1
27,leagu,1
28,meet,2
29,schedul,1
30,held,1
31,week,1
32,cancel,1
33,coronaviru,1
34,pandem,1
35,organis,1
36,chose,1
37,innov,1
38,track,4
39,field,1
40,return,2
41,first,1
42,intern,1
43,multi-disciplin,1
44,event,2
45,dub,1
46,'imposs,1
47,games'.and,1
48,home,4
49,favourit,1
50,disappoint,1
51,norwegian,3
52,clock,1
53,33.78,1
54,second,1
55,rarely-run,1
56,pulveris,1
57,previou,2
58,34.48sec,1
59,set,3
60,briton,1
61,chri,1
62,rawlinson,1
63,back,5
64,2002.in,1
65,cardboard,1
66,cutout,1
67,replac,1
68,fan,1
69,bar,1
70,entri,1
71,covid-19,1
72,outbreak,1
73,socially-distanc,1
74,dancer,1
75,mannequin,1
76,ad,1
77,ambianc,1
78,feat,1
79,impress,1
80,ran,1
81,race,2
82,solo.set,1
83,favour,1
84,lane,1
85,seven,1
86,24-year-old,1
87,went,2
88,normal,2
89,pre-rac,1
90,routin,1
91,blast,1
92,keep,1
93,rhythm,1
94,earli,2
95,produc,1
96,blister,1
97,push,1
98,line,2
99,``,13
100,'ve,4
101,lot,1
102,yeah,1
103,also,2
104,train,3
105,almost,1
106,much,2
107,tri,1
108,becom,1
109,even,2
110,better,2
111,'',6
112,said,4
113,time,2
114,away,1
115,sport,1
116,cours,1
117,miss,2
118,crowd,2
119,everyth,1
120,awesom,1
121,alon,1
122,success,1
123,team,2
124,led,2
125,three,3
126,ingebrigtsen,4
127,brother,3
128,triumph,1
129,2000,1
130,metr,1
131,strong,1
132,kenyan,4
133,quintet,1
134,timothi,1
135,cheruiyot,3
136,elijah,1
137,manangoi,1
138,1500m,1
139,2019,1
140,2017,1
141,respectively.th,1
142,run,2
143,simultan,1
144,via,1
145,video,1
146,link,1
147,nairobi,1
148,contend,1
149,citi,1
150,"1,795m",1
151,altitud,1
152,wind,1
153,rain.th,1
154,filip,1
155,henrik,1
156,jakob,3
157,maintain,1
158,lead,1
159,latter,1
160,two,1
161,take,1
162,1km,1
163,mark,2
164,import,2
165,occas,2
166,victori,1
167,19,1
168,european,1
169,4min,1
170,50.01sec,1
171,best,4
172,4:51.39,1
173,1985,1
174,britain,1
175,steve,1
176,cram,2
177,remain,1
178,way,1
179,moroccan,1
180,hicham,1
181,guerrouj,1
182,4:44.79,1
183,1999.all,1
184,finish,1
185,within,1
186,4:57,1
187,fastest,1
188,terribl,1
189,condit,2
190,5:03.05,1
191,main,1
192,competitor,1
193,easi,1
194,beat,1
195,welcom,1
196,spent,1
197,bore,1
198,session,1
199,competit,3
200,count,1
201,fun,3
202,comment,1
203,bbc,1
204,special,1
205,athlet,2
206,highest,1
207,level,1
208,slightli,1
209,differ,1
210,without,1
211,platform,1
212,certainli,1
213,gave,1
214,men,1
215,pole,1
216,vault,1
217,saw,1
218,holder,1
219,armand,1
220,duplanti,3
221,sweden,1
222,2012,1
223,olymp,1
224,renaud,1
225,lavillenie.th,1
226,frenchman,1
227,alreadi,1
228,jump,2
229,garden,1
230,--,2
231,much-shorten,1
232,runway,1
233,effort,2
234,broadcast,1
235,swedish,1
236,counterpart's.th,1
237,pair,1
238,compet,1
239,last,1
240,month,1
241,film,1
242,benefit,1
243,proper,1
244,win,1
245,clear,1
246,5.86m,1
247,third,1
248,attempt,1
249,lavilleni,1
250,fail,1
251,distance.duplanti,1
252,shot,1
253,crowd-pleas,1
254,6.01m,1
255,come,1
256,want,1
257,littl,1
258,bit,1
259,higher,1
260,knew,1
261,n't,1
262,shape,1
263,life,1
264,right,1
265,know,1
266,'m,3
267,rusti,1
268,sure,1
269,typic,1
270,use,1
271,still,1
272,get,1
273,go,2
274,sleep,1
275,well,1
276,tonight,1
277,complain,1
278,good,1
279,day,1
280,work,1
281,—,1
282,afp,1
