,Word,Frequency
0,footballrom,1
1,—,3
2,gennaro,2
3,gattuso,5
4,hail,1
5,'god,1
6,footbal,3
7,lift,1
8,first,5
9,coach,6
10,trophi,5
11,napoli,5
12,beat,1
13,juventu,3
14,4-2,1
15,penalti,3
16,win,3
17,italian,4
18,cup,4
19,sixth,2
20,time,1
21,wednesday.th,1
22,final,3
23,end,1
24,0-0,2
25,empti,1
26,stadio,2
27,olimpico,2
28,rome.paulo,1
29,dybala,2
30,danilo,1
31,miss,3
32,spot-kick,1
33,record,1
34,13-time,1
35,champion,3
36,arkadiusz,1
37,milik,1
38,slot,1
39,winner,2
40,past,1
41,veteran,1
42,keeper,1
43,gianluigi,1
44,buffon.it,1
45,southern,1
46,sinc,1
47,2014,1
48,also,5
49,maiden,1
50,took,1
51,carlo,1
52,ancelotti,1
53,december.for,1
54,former,3
55,itali,3
56,world,1
57,success,1
58,come,1
59,death,1
60,37-year-old,1
61,sister,1
62,francesca,1
63,rare,1
64,ill,1
65,``,12
66,life,1
67,accept,1
68,thing,1
69,given,1
70,lot,1
71,great,3
72,passion,1
73,'',5
74,said,4
75,42-year-old,1
76,ac,2
77,milan,2
78,feel,1
79,respons,1
80,know,1
81,give,1
82,never,1
83,done,2
84,career,2
85,saw,1
86,team,1
87,tonight,1
88,want,1
89,deserv,1
90,'s,6
91,god,1
92,make,2
93,reap,1
94,'ve,1
95,sown,1
96,proud,1
97,lad,2
98,must,1
99,continu,1
100,spirit,1
101,championship,1
102,recov,1
103,disadvantag,1
104,reborn,1
105,leagu,3
106,tabl,2
107,target,1
108,place,1
109,seri,2
110,return,1
111,weekend,2
112,three-month,1
113,absenc,1
114,due,1
115,coronavirus.but,1
116,defeat,1
117,worri,1
118,sign,1
119,maurizio,1
120,sarri,3
121,lost,1
122,supercup,1
123,last,3
124,decemb,1
125,lazio.th,1
126,61-year-old,1
127,chase,1
128,second,2
129,lead,1
130,chelsea,1
131,europa,1
132,season,1
133,disappoint,2
134,club,2
135,fan,1
136,moment,1
137,lack,3
138,brillianc,2
139,game,2
140,danger,1
141,without,1
142,becom,1
143,difficult,1
144,play,1
145,behind,1
146,close,2
147,door,1
148,silenc,1
149,rome,1
150,host,1
151,versu,1
152,switzerland,1
153,euro,1
154,2020,1
155,june,1
156,17.portugues,1
157,star,1
158,cristiano,1
159,ronaldo,2
160,chanc,2
161,break,2
162,deadlock,1
163,five,1
164,minut,1
165,goalless,1
166,semi-fin,1
167,leg,1
168,match,1
169,unusu,1
170,two,1
171,draw,1
172,us,1
173,show,1
174,sharp,2
175,long,1
176,shape,1
177,other,1
178,like,1
179,paulo,1
180,dougla,1
181,costa,1
182,work,1
183,best,2
184,half,1
185,lorenzo,1
186,insign,1
187,curl,1
188,effort,1
189,deni,1
190,buffon,1
191,clear,1
192,diego,1
193,demm,1
194,range.buffon,1
195,pull,1
196,last-minut,1
197,save,1
198,nikola,1
199,maksimov,1
200,send,1
201,extra-tim,1
202,scrap,1
203,minimis,1
204,injuri,1
205,coronaviru,1
206,shutdown.sarri,1
207,hope,1
208,player,2
209,would,1
210,put,1
211,anger,1
212,hunger,1
213,challeng,1
214,eight-tim,1
215,reign,1
216,one,1
217,point,1
218,ahead,1
219,second-plac,1
220,lazio,1
221,afpnapoli,1
222,l,1
223,presid,1
224,aurelio,1
225,de,1
226,laurentii,1
227,3rdl,1
228,hold,1
229,celebr,1
230,afp/vna,1
231,photo,1
