,Word,Frequency
0,footballhà,1
1,nội,1
2,—,2
3,'s,5
4,ordinari,1
5,old,4
6,player,8
7,thrive,1
8,vietnames,3
9,footbal,1
10,like,4
11,đinh,1
12,xuân,1
13,việt,1
14,37,1
15,year,5
16,nam,1
17,định,1
18,midfield,3
19,lê,1
20,tấn,1
21,tài,1
22,36,1
23,hồng,1
24,lĩnh,1
25,hà,1
26,tĩnh,1
27,still,2
28,solid,1
29,performers.but,1
30,player-coach,1
31,35-year-old,2
32,nguyễn,2
33,vũ,1
34,phong,22
35,certainli,1
36,rare.last,1
37,season,5
38,help,2
39,bình,13
40,phước,3
41,reach,2
42,third,1
43,place,1
44,v.leagu,7
45,2,5
46,first,1
47,time,4
48,play,6
49,everi,2
50,match,3
51,club,6
52,nation,4
53,cup,3
54,second-ti,1
55,league.in,1
56,second,1
57,june,1
58,11,1
59,goal-lin,1
60,clearanc,1
61,though,1
62,could,1
63,n't,3
64,stop,1
65,side,3
66,fall,1
67,1-0,1
68,defeat,1
69,định.at,1
70,age,2
71,20,1
72,summon,1
73,u23,1
74,team,4
75,2005,1
76,southeast,1
77,asian,1
78,sea,1
79,game,1
80,despit,1
81,vinh,1
82,long.despit,1
83,opportun,2
84,tournament,2
85,court,1
86,đồng,1
87,tâm,1
88,long,3
89,defend,1
90,1,2
91,champion,1
92,dương,9
93,soon,2
94,after.movinh,1
95,2006,1
96,turn,1
97,point,1
98,career.,1
99,“,3
100,young,3
101,train,1
102,vĩnh,2
103,choic,1
104,knew,1
105,meet,1
106,leader,1
107,two,1
108,transfer,2
109,”,3
110,said,3
111,phong.vit,1
112,goal,3
113,move,5
114,21,1
115,receiv,1
116,vnđ100,1
117,million,1
118,us,1
119,"4,350",1
120,sign,1
121,fee,1
122,much,2
123,money,1
124,accord,1
125,ambiti,1
126,dream,1
127,come,1
128,true.in,1
129,eight,1
130,twice,2
131,2007,1
132,2008,1
133,titl,1
134,semi-fin,1
135,2009,1
136,afc,1
137,best,1
138,achiev,1
139,time.thank,1
140,perform,1
141,select,1
142,coach,5
143,henriqu,1
144,calisto,1
145,key,2
146,part,1
147,aff,1
148,2008.the,1
149,score,1
150,three,1
151,vital,1
152,brace,1
153,3-2,1
154,win,2
155,malaysia,1
156,group,1
157,stage,1
158,open,1
159,2-1,1
160,first-leg,1
161,final,1
162,thailand,1
163,pro,1
164,chang,1
165,join,1
166,2006-2013,1
167,shb,1
168,đà,2
169,nẵng,2
170,2014-2017,1
171,.for,1
172,mani,1
173,import,1
174,allow,1
175,sweep,1
176,earn,1
177,differ,1
178,``,2
179,abl,1
180,live,2
181,well,1
182,job,1
183,satisfact,1
184,go,1
185,new,2
186,get,1
187,acquaint,1
188,begin,1
189,adapt,1
190,environ,1
191,tactic,1
192,intent,1
193,way,1
194,teammat,2
195,'',2
196,phong.aft,1
197,retir,1
198,end,2
199,2017,1
200,stay,1
201,assist,2
202,newly-appoint,1
203,minh,1
204,phương,4
205,former,1
206,team.grizzl,1
207,veteranfollow,1
208,2018,2
209,follow,1
210,lack,1
211,convinc,1
212,lead,1
213,squad.du,1
214,break,1
215,tough,1
216,regain,1
217,fit,1
218,back,1
219,self,1
220,respect,1
221,younger,1
222,players.watch,1
223,friendli,1
224,prepar,1
225,2020,1
226,’,1
227,hard,1
228,imagin,1
229,aggress,1
230,launch,1
231,attack,1
232,look,1
233,hunt,1
234,goals.a,1
235,marathon,1
236,sprint,1
237,afraid,2
238,health,1
239,use,1
240,less,1
241,also,1
242,grow,1
243,although,1
244,physic,1
245,strength,1
246,big,1
247,problem,1
248,injur,1
249,due,1
250,effort,1
251,phương.,1
252,mean,1
253,wind,1
254,may,1
255,breez,1
256,whirlwind,1
257,pitch,1
258,day,1
259,thing,1
260,blow,1
261,vn,1
