,Word,Frequency
0,hcm,4
1,citi,5
2,–,1
3,triumph,1
4,thống,1
5,nhất,1
6,speed,1
7,cup,1
8,athlet,5
9,tournament,3
10,conclud,1
11,friday.th,1
12,team,2
13,top,1
14,medal,3
15,talli,1
16,10,2
17,gold,4
18,silver,2
19,14,1
20,bronz,2
21,khánh,1
22,hòa,1
23,finish,1
24,second,1
25,eight,3
26,six,1
27,hà,2
28,tĩnh,1
29,came,1
30,third,1
31,two,1
32,silvers.at,1
33,year,1
34,'s,1
35,nation,1
36,still,1
37,prove,1
38,form,1
39,lương,1
40,minh,1
41,sang,1
42,men,1
43,’,5
44,100m,2
45,hurdl,1
46,đinh,1
47,thị,3
48,bích,1
49,nam,3
50,định,2
51,women,4
52,800m,1
53,quách,1
54,lan,1
55,nội,1
56,400m,2
57,lê,1
58,tú,1
59,chinh,1
60,200m,1
61,well,1
62,nguyễn,1
63,huyền,1
64,hurdles.th,1
65,three-day,1
66,event,3
67,first,1
68,profession,1
69,held,2
70,việt,1
71,eas,1
72,social,1
73,distancing.th,1
74,attract,1
75,particip,1
76,600,1
77,33,1
78,provinc,1
79,countri,1
80,compet,1
81,31,1
82,categories.th,1
83,municip,1
84,depart,1
85,cultur,1
86,sport,1
87,feder,1
88,vn,1
