,Word,Frequency
0,footballlondon,1
1,—liverpool,1
2,'s,19
3,march,2
4,toward,1
5,premier,3
6,leagu,5
7,titl,3
8,delay,2
9,leader,1
10,return,2
11,action,2
12,goalless,1
13,draw,1
14,merseysid,1
15,rival,1
16,everton,2
17,chelsea,3
18,fought,1
19,back,3
20,2-1,1
21,win,4
22,aston,1
23,villa,3
24,sunday.jurgen,1
25,klopp,2
26,side,3
27,pick,1
28,follow,2
29,top-flight,1
30,resumpt,1
31,wednesday,1
32,need,1
33,two,3
34,secur,1
35,first,7
36,english,1
37,30,1
38,years.but,1
39,liverpool,4
40,look,2
41,rusti,1
42,game,4
43,106,1
44,day,1
45,coronaviru,2
46,lockdown.despit,1
47,underwhelm,1
48,display,1
49,behind,1
50,close,1
51,door,1
52,goodison,1
53,park,1
54,23,1
55,point,3
56,ahead,2
57,second-plac,1
58,manchest,2
59,city.if,1
60,citi,2
61,drop,1
62,home,1
63,burnley,1
64,monday,1
65,clinch,1
66,crystal,1
67,palac,1
68,anfield,1
69,wednesday.a,1
70,victori,1
71,would,1
72,coron,1
73,least,1
74,clash,1
75,pep,1
76,guardiola,1
77,etihad,1
78,stadium,1
79,juli,1
80,2.liverpool,1
81,last,2
82,seven,1
83,competit,1
84,``,9
85,real,1
86,fight,2
87,team,2
88,show,1
89,understood,1
90,derbi,1
91,'',4
92,said,3
93,time,1
94,domin,2
95,biggest,1
96,chanc,1
97,smart,1
98,enough,1
99,use,1
100,space,1
101,normal,1
102,start,2
103,play,2
104,footbal,1
105,slightli,1
106,differ,1
107,sinc,4
108,take,1
109,red,2
110,star,1
111,moham,1
112,salah,1
113,left,1
114,bench,2
115,due,2
116,fit,1
117,concern,1
118,andrew,1
119,robertson,1
120,also,2
121,sidelin,1
122,best,1
123,result.liverpool,1
124,improv,1
125,break,3
126,nabi,1
127,keita,1
128,fire,2
129,wide,1
130,virgil,1
131,van,1
132,dijk,1
133,header,1
134,save,2
135,jordan,1
136,pickford.but,1
137,came,2
138,closest,1
139,winner,1
140,calvert-lewin,1
141,effort,1
142,alisson,1
143,becker,1
144,tom,1
145,davi,1
146,rebound,1
147,post.frank,1
148,lampard,3
149,believ,1
150,christian,1
151,pulis,3
152,trump,1
153,card,2
154,race,2
155,qualifi,2
156,champion,2
157,decis,1
158,cameo,1
159,park.lampard,1
160,rock,1
161,kortney,1
162,haus,1
163,put,1
164,run,1
165,half.but,1
166,equalis,1
167,olivi,1
168,giroud,1
169,bag,1
170,fourth,1
171,club,1
172,goal,4
173,season,3
174,minut,2
175,later.chelsea,1
176,quick-fir,1
177,blitz,1
178,move,2
179,fourth-plac,1
180,west,1
181,london,1
182,five,1
183,clear,1
184,unit,2
185,fifth,1
186,next,1
187,league.a,1
188,away,2
189,2020,1
190,ideal,1
191,way,1
192,match,1
193,suspend,1
194,coronavirus.it,1
195,appear,1
196,januari,1
197,abductor,1
198,muscl,1
199,injuri,1
200,feel,1
201,state,1
202,winger,1
203,readi,2
204,make,1
205,impact,1
206,us,2
207,cours,1
208,think,1
209,go,2
210,big,2
211,player,1
212,run-in,1
213,forward,1
214,abil,1
215,got,1
216,arriv,1
217,box,1
218,thing,1
219,'ve,1
220,spoken,1
221,steve,1
222,bruce,2
223,hope,1
224,joelinton,2
225,final,1
226,deliv,1
227,brazilian,1
228,end,1
229,drought,1
230,stretch,1
231,august,1
232,newcastle',1
233,3-0,1
234,10-man,1
235,sheffield,1
236,united.joelinton,1
237,close-rang,1
238,finish,1
239,78th,1
240,complet,1
241,score,2
242,allan,1
243,saint-maximin,1
244,matt,1
245,ritchie.it,1
246,welcom,1
247,boost,1
248,struggl,1
249,hoffenheim,1
250,year,1
251,miss,1
252,gloriou,1
253,opportun,1
254,half,2
255,st,1
256,jame,1
257,park.joelinton,1
258,centr,1
259,signific,1
260,moment,1
261,john,1
262,egan,1
263,second,1
264,haul,1
265,trigger,1
266,blade,1
267,defend,1
268,spark,1
269,visitor,1
270,collaps,1
271,person,1
272,suffer,1
273,lockdown,1
274,anybodi,1
275,famili,1
276,friend,1
277,hole,1
278,apart,1
279,somewher,1
280,realli,1
281,genuin,1
282,good,1
283,lad,1
284,give,1
285,'re,1
286,delight,1
287,manag,1
288,get,1
289,better,1
290,—afp,1
