,Word,Frequency
0,footballhà,1
1,nội,2
2,midfield,1
3,trần,1
4,phi,1
5,sơn,2
6,make,2
7,first,1
8,return,2
9,former,3
10,club,2
11,sông,4
12,lam,4
13,nghệ,4
14,’,5
15,vinh,2
16,stadium,3
17,tuesday,2
18,sinc,2
19,leav,1
20,side,1
21,two,3
22,year,2
23,ago.sơn,1
24,key,1
25,part,1
26,hcm,8
27,citi,8
28,fc,3
29,team,5
30,keen,1
31,show,1
32,old,1
33,'re,1
34,missing.,1
35,“,3
36,miss,1
37,much,1
38,play,4
39,long,1
40,time,1
41,left,1
42,earli,1
43,2018,1
44,”,2
45,said,5
46,sơn.,1
47,25,1
48,minut,1
49,match,8
50,substitut,1
51,injuri,1
52,last,3
53,excit,1
54,meet,1
55,teammates.,1
56,hope,1
57,chanc,1
58,best,2
59,help,2
60,bring,1
61,home,1
62,posit,1
63,result,1
64,nation,2
65,member.sơn,1
66,bench,2
67,3-0,2
68,win,2
69,viettel,2
70,week.coach,1
71,chung,1
72,hea-seong,1
73,kept,1
74,captain,1
75,sure,1
76,would,1
77,regain,1
78,confid,1
79,balanc,1
80,quiet,1
81,matches.th,1
82,south,1
83,korean,1
84,heavi,1
85,pressur,1
86,need,1
87,comfort,1
88,action.prior,1
89,enjoy,1
90,piec,1
91,good,1
92,news,1
93,announc,2
94,striker,1
95,nguyễn,2
96,công,1
97,phượng,3
98,book,1
99,end,1
100,season.hoàng,1
101,anh,1
102,gia,1
103,lai,1
104,owner,1
105,đoàn,1
106,đức,1
107,agre,1
108,let,1
109,forward,1
110,stay,1
111,next,1
112,six,1
113,month,2
114,loan,1
115,extend,1
116,deal,1
117,set,1
118,expir,1
119,soon,1
120,contract,1
121,saturday.phượng,1
122,salari,1
123,vnđ120,1
124,million,1
125,us,1
126,"5,200",1
127,per,1
128,record,1
129,among,1
130,local,1
131,players.th,1
132,25-year-old,1
133,player,1
134,score,1
135,four,1
136,goal,2
137,competit,1
138,season,1
139,net,1
140,one,1
141,assist,1
142,anoth,1
143,week.at,1
144,sign,1
145,ceremoni,1
146,want,1
147,bag,1
148,fli,1
149,high,1
150,secur,1
151,place,1
152,big,2
153,upcom,1
154,matches.howev,1
155,someth,1
156,bogey,1
157,n't,1
158,three,1
159,them.th,1
160,test,1
161,2019,1
162,v.leagu,1
163,1,1
164,runner-up,1
165,still,1
166,unbeaten,1
167,leagu,1
168,top,2
169,tabl,1
170,also,1
171,defenc,1
172,yet,1
173,conced,1
174,goal.last,1
175,week,1
176,made,1
177,bang,1
178,beat,1
179,defend,1
180,champion,1
181,hà,1
182,1-0,1
183,away,1
184,push,1
185,spot,1
186,third.their,1
187,live,1
188,vtc3,1
189,channel,1
190,5pm,1
191,day,1
192,nam,1
193,định,1
194,host,1
195,hải,1
196,phòng,1
197,thiên,1
198,trường,1
199,entertain,1
200,thanh,1
201,hóa,1
202,hàng,1
203,đẫy.four,1
204,wednesday,1
205,vn,1
