,Word,Frequency
0,đồng,2
1,nai,2
2,—,2
3,boy,2
4,long,5
5,thành,2
6,district,4
7,southern,1
8,provinc,1
9,wide,1
10,prais,1
11,clip,2
12,clear,1
13,trash,2
14,clog,2
15,storm,1
16,drain,3
17,june,2
18,16,1
19,went,1
20,viral,1
21,social,1
22,media.th,1
23,extract,1
24,cctv,1
25,local,2
26,household,1
27,show,1
28,phạm,1
29,trọng,1
30,đạt,5
31,sixth,1
32,grader,1
33,secondari,2
34,school,5
35,walk,1
36,bicycl,1
37,rain,3
38,16.see,1
39,rubbish,1
40,street,2
41,stop,1
42,remov,1
43,hand,1
44,water,1
45,could,1
46,prevent,1
47,possibl,1
48,flood,2
49,street.when,1
50,ask,1
51,said,3
52,thought,1
53,normal,1
54,seem,1
55,like,1
56,right,1
57,thing,1
58,do.đạt,1
59,’,6
60,action,2
61,impress,1
62,onlin,2
63,viewer,1
64,particularli,1
65,across,1
66,việt,1
67,nam,1
68,enter,1
69,raini,1
70,season,1
71,heavi,1
72,usual,1
73,caus,2
74,along,1
75,road,1
76,travel,1
77,chaos.aft,1
78,receiv,1
79,compliment,1
80,monday,1
81,morn,1
82,honour,1
83,flag,1
84,salut,1
85,front,1
86,student,1
87,teacher,1
88,staff,1
89,school.lead,1
90,peopl,2
91,committe,2
92,also,2
93,visit,1
94,award,2
95,money,1
96,certif,1
97,appreciation.oth,1
98,agenc,1
99,educ,1
100,train,1
101,depart,1
102,youth,1
103,associ,1
104,commun,2
105,act.phan,1
106,thị,1
107,ngọc,1
108,mai,1
109,principl,1
110,grandmoth,1
111,present,1
112,ceremony.đạt,1
113,would,1
114,continu,1
115,help,1
116,vn,1
