,Word,Frequency
0,cần,2
1,thơ,2
2,—,2
3,eros,2
4,along,3
5,riverbank,1
6,trà,3
7,nóc,3
8,river,2
9,citi,3
10,'s,3
11,bình,1
12,thủi,1
13,district,1
14,caus,3
15,damag,2
16,local,3
17,household,2
18,accord,1
19,steer,2
20,committe,2
21,disast,2
22,prevent,2
23,search,2
24,rescue.th,1
25,landslid,4
26,occur,1
27,earli,1
28,saturday,1
29,morn,1
30,destroy,2
31,13,1
32,hous,3
33,lê,1
34,thị,2
35,hồng,1
36,gấm,1
37,street,1
38,ward,1
39,length,1
40,70m.no,1
41,death,1
42,reported.phan,1
43,anh,1
44,resid,1
45,said,5
46,happen,2
47,quickli,1
48,10-15,1
49,minut,1
50,neighbour',1
51,fall,1
52,river.h,1
53,hire,1
54,diver,1
55,salvag,1
56,furnitur,1
57,pick,1
58,iron,1
59,sheet,1
60,rafter,1
61,due,2
62,deep,1
63,erosion.loc,1
64,mani,1
65,year,1
66,crack,1
67,wall,1
68,land,1
69,seriou,1
70,damage.đinh,1
71,luyện,1
72,live,1
73,area,1
74,sinc,1
75,2000,1
76,famili,1
77,move,1
78,anoth,1
79,place,1
80,fear,1
81,could,1
82,house.nguyễn,1
83,quý,1
84,ninh,1
85,director,1
86,irrig,1
87,sub-depart,1
88,offic,1
89,went,1
90,scene,1
91,survey,1
92,develop,1
93,plan,2
94,support,1
95,specif,1
96,case.th,1
97,maximum,1
98,amount,1
99,affect,1
100,expect,1
101,vnđ20,1
102,million,1
103,us,1
104,860,1
105,ninh.th,1
106,rescu,1
107,work,1
108,author,1
109,implement,1
110,solut,1
111,studi,1
112,long-term,1
113,ensur,1
114,safeti,1
115,vn,1
