,Word,Frequency
0,hcm,5
1,citi,5
2,—,1
3,safeti,6
4,delivereda,1
5,programm,1
6,implement,1
7,non-profit,1
8,asia,1
9,injuri,1
10,prevent,1
11,aip,4
12,foundat,5
13,support,1
14,up,2
15,sinc,1
16,2017,1
17,set,1
18,launch,1
19,seri,1
20,multimedia,2
21,campaign,2
22,includ,2
23,billboard,2
24,instal,2
25,photo,4
26,contest,2
27,public,3
28,servic,2
29,announc,2
30,across,2
31,primari,2
32,school,9
33,hospit,8
34,hà,2
35,nội,2
36,northern,1
37,thái,4
38,nguyên,4
39,provinc,3
40,rais,1
41,awar,1
42,import,1
43,helmet,5
44,use.th,1
45,held,1
46,18,1
47,june,1
48,11,1
49,30,1
50,student,5
51,encourag,1
52,develop,1
53,idea,1
54,along,1
55,classmat,1
56,famili,2
57,member,1
58,think,1
59,critic,1
60,road,5
61,collabor,1
62,way.th,1
63,share,1
64,variou,1
65,social,1
66,media,2
67,channel,1
68,nation,1
69,global,1
70,audiences.russel,1
71,reed,1
72,manag,1
73,director,1
74,thailand,1
75,việt,3
76,nam,2
77,said,2
78,“,3
79,deliv,3
80,engag,3
81,convers,1
82,creativ,1
83,manner,1
84,’,4
85,never,1
86,earli,1
87,children,4
88,safe,2
89,habits.,1
90,”,3
91,573,1
92,360,1
93,gate,1
94,220,1
95,remind,2
96,parent,4
97,must,1
98,wear,2
99,ride,2
100,reiter,1
101,danger,1
102,non-helmet,1
103,use,1
104,motorcycl,2
105,bicycle.th,1
106,third,1
107,compon,1
108,involv,1
109,air,3
110,love,1
111,child,2
112,provid,1
113,move,1
114,video,1
115,helmet.it,1
116,continu,1
117,chợ,2
118,rẫi,2
119,ii,2
120,đức,1
121,province-level,1
122,province.at,1
123,900,1
124,time,1
125,day,1
126,april,1
127,november.mirjam,1
128,sidik,1
129,ceo,1
130,beneficiari,1
131,crucial,1
132,prioritis,1
133,ensur,1
134,messag,1
135,send,1
136,whether,1
137,patient,1
138,offici,1
139,consist,1
140,recur,1
141,mean,1
142,individu,1
143,constantli,1
144,behaviour,1
145,forget,1
146,life-sav,1
147,be.,1
148,select,1
149,base,1
150,varieti,1
151,vulner,1
152,criteria,1
153,proxim,1
154,larg,1
155,busi,1
156,mani,1
157,vehicles.at,1
158,target,1
159,pre-observ,1
160,helmet-wear,1
161,rate,2
162,23,1
163,per,4
164,cent,2
165,follow,1
166,intervent,1
167,increas,1
168,77,1
169,cent.in,1
170,27,1
171,80,1
172,cent.through,1
173,"10,942",1
174,total,1
175,distribut,1
176,2019-20,1
177,year,1
178,teacher,1
179,vn,1
