,Word,Frequency
0,zero-đồng,2
1,supermarket,2
2,open,2
3,saturday,1
4,support,1
5,"1,500",2
6,worker,3
7,thăng,3
8,long,3
9,industri,2
10,zone,2
11,hà,2
12,nội,2
13,financi,1
14,affect,1
15,coronaviru,1
16,pandemic.th,1
17,shop,1
18,last,1
19,two,1
20,day,1
21,weekend,1
22,joint-in,1
23,new,6
24,zealand,6
25,embassi,2
26,việt,6
27,nam,6
28,gener,1
29,confeder,1
30,labour,2
31,vgcl,1
32,intern,1
33,organis,1
34,ilo,1
35,.each,1
36,custom,1
37,visit,1
38,oper,1
39,trade,1
40,union,1
41,allow,1
42,choos,1
43,packag,1
44,groceri,1
45,worth,1
46,around,1
47,"vnđ200,000",1
48,free,1
49,item,1
50,shelf,1
51,includ,1
52,essenti,1
53,good,1
54,rice,1
55,egg,1
56,cereal,1
57,veget,1
58,noodl,1
59,protect,1
60,product,1
61,like,1
62,face,1
63,mask,1
64,hand,1
65,sanitiser.thi,1
66,initi,2
67,fund,1
68,aim,1
69,mitig,1
70,impact,3
71,covid-19,2
72,among,1
73,đông,1
74,anh,1
75,area,1
76,whose,1
77,job,1
78,incom,1
79,advers,1
80,covid-19.,1
81,“,2
82,project,2
83,demonstr,1
84,strong,1
85,partnership,1
86,”,1
87,said,1
88,ambassador,1
89,wendi,1
90,matthew,1
91,ceremony.,1
92,practic,1
93,help,1
94,eas,1
95,econom,1
96,famili,1
97,``,1
98,celebr,1
99,45,1
100,year,2
101,diplomat,1
102,relat,1
103,time,1
104,work,1
105,close,1
106,develop,1
107,share,1
108,prosper,1
109,stabil,1
110,draw,1
111,best,1
112,’,1
113,knowledg,1
114,skill,1
115,—,1
116,vn,1
