,Word,Frequency
0,hcm,3
1,citi,11
2,—,2
3,focu,3
4,major,3
5,transport,6
6,project,8
7,help,1
8,eas,1
9,traffic,4
10,gridlock,1
11,scrap,2
12,less,2
13,urgent,3
14,one,2
15,sinc,1
16,resourc,2
17,limit,2
18,govern,1
19,said.th,1
20,depart,2
21,said,5
22,develop,1
23,infrastructur,1
24,plan,2
25,next,1
26,decad,1
27,criteria,1
28,would,4
29,determin,1
30,prioriti,2
31,base,1
32,simul,1
33,forecast.trần,1
34,quang,1
35,lâm,1
36,'s,1
37,director,1
38,given,1
39,belt,1
40,road,4
41,highway,1
42,urban,1
43,railway,1
44,metro,1
45,1,1
46,2,1
47,3b,1
48,5,1
49,includ,1
50,elev,1
51,other,1
52,connect,1
53,tân,1
54,sơn,1
55,nhất,1
56,airport,2
57,cát,1
58,lái,1
59,port,2
60,hiệp,1
61,phước,1
62,port.hcm,1
63,mainli,1
64,depend,1
65,public,2
66,fund,1
67,``,1
68,difficulti,1
69,mobilis,1
70,privat,1
71,capit,1
72,'',1
73,.võ,1
74,văn,3
75,hoan,1
76,vice,1
77,chairman,1
78,peopl,3
79,’,3
80,committe,2
81,spent,1
82,37.5,1
83,per,1
84,cent,1
85,invest,3
86,2016-20,2
87,infrastructure.now,1
88,due,1
89,congest,2
90,hotspot,1
91,seaport,1
92,neighbour,1
93,provinc,1
94,said.it,1
95,work,4
96,close,1
97,district,3
98,promptli,1
99,resolv,1
100,problem,1
101,relat,1
102,land,2
103,acquisit,1
104,compens,2
105,speed,1
106,progress,1
107,“,1
108,leader,1
109,held,1
110,respons,1
111,handover.,1
112,”,1
113,ask,1
114,parti,1
115,council,1
116,permiss,1
117,consid,1
118,said.in,1
119,complet,2
120,number,1
121,key,1
122,phạm,1
123,đồng,1
124,street,2
125,lead,1
126,phú,1
127,hữu,1
128,9,1
129,flyover,2
130,gò,2
131,mâi,1
132,intersect,3
133,near,1
134,nation,1
135,univers,1
136,võ,1
137,kiệt,1
138,vấp,1
139,accord,1
140,committee.they,1
141,play,1
142,role,1
143,reduc,1
144,accid,1
145,city.accord,1
146,manag,1
147,board,1
148,construct,1
149,29,1
150,start,1
151,27,2
152,new,2
153,year.of,1
154,alreadi,1
155,kick,1
156,13,1
157,total,1
158,vnđ3.5,1
159,trillion,1
160,149.12,1
161,million,1
162,vn,1
