,Word,Frequency
0,đắk,4
1,lắk,4
2,—,2
3,provinc,2
4,polic,3
5,saturday,1
6,announc,1
7,expans,1
8,investig,1
9,drug,3
10,ring,1
11,three,2
12,men,1
13,arrest,2
14,suspicion,1
15,traffick,1
16,1.8kg,2
17,narcot,1
18,border,2
19,lao,1
20,central,1
21,highland,1
22,province.at,1
23,around,1
24,3:30am,1
25,day,1
26,found,1
27,crystal,1
28,meth,1
29,worth,1
30,vnđ450,1
31,million,2
32,us,1
33,"19,340",1
34,hidden,1
35,seat,1
36,car,1
37,travel,1
38,hồ,1
39,chí,1
40,minh,1
41,road,1
42,cross,1
43,cư,1
44,né,1
45,commun,1
46,krông,2
47,búk,1
48,district,3
49,peopl,1
50,board.they,1
51,includex,1
52,driver,1
53,lê,1
54,thánh,1
55,anh,1
56,27,1
57,chư,1
58,pảh,1
59,neighbour,1
60,gia,1
61,lai,1
62,hoàng,1
63,linh,1
64,32,1
65,ana,1
66,lưu,1
67,văn,1
68,thái,1
69,35,1
70,hải,1
71,phòng,1
72,city.linh,1
73,reportedli,1
74,confess,1
75,hire,1
76,vietnames,1
77,man,1
78,name,2
79,đức,1
80,get,1
81,thao,1
82,foreign,1
83,nation,1
84,kon,1
85,tum,1
86,’,1
87,bờ,1
88,gate,1
89,deliv,1
90,buyer,1
91,dung,1
92,buôn,2
93,thuột,2
94,citi,1
95,paid,1
96,vnđ36,1
97,"1,550",1
98,.linh,1
99,accomplic,1
100,way,1
101,carri,1
102,vn,1
