,Word,Frequency
0,hcm,1
1,citi,3
2,—,2
3,11th,1
4,biennial,2
5,cultur,3
6,event,3
7,huế,4
8,festiv,3
9,held,1
10,august,1
11,28,1
12,septemb,1
13,2,1
14,ngọ,1
15,môn,1
16,squar,1
17,five,1
18,month,1
19,origin,1
20,schedul,1
21,covid-19,1
22,pandemic.th,1
23,featur,1
24,tradit,1
25,dress,1
26,display,1
27,food,1
28,show,1
29,artist,1
30,perform,1
31,focus,1
32,royal,1
33,music,1
34,song,1
35,compos,1
36,trịnh,1
37,công,1
38,sơn.the,1
39,opportun,1
40,intern,1
41,visitor,1
42,see,1
43,heritag,2
44,town,1
45,come,1
46,long,1
47,way,1
48,countri,2
49,'s,1
50,ancient,1
51,capit,1
52,rise,1
53,tourism,1
54,star,1
55,central,1
56,region.visitor,1
57,also,1
58,chanc,1
59,enjoy,1
60,histor,1
61,insight,1
62,việt,1
63,nam,1
64,’,1
65,feudal,1
66,era,1
67,recognis,1
68,masterpiec,1
69,oral,1
70,intang,1
71,human,1
72,unesco,1
73,2003.the,1
74,celebr,1
75,take,1
76,place,1
77,sinc,1
78,2000,1
79,one,1
80,biggest,1
81,vn,1
