,Word,Frequency
0,hcm,2
1,citi,3
2,—,2
3,dozen,1
4,singer,4
5,musician,1
6,perform,2
7,20,1
8,song,8
9,late,1
10,songwrit,1
11,trịnh,2
12,công,1
13,sơn,7
14,concert,2
15,held,1
16,hà,2
17,nội,1
18,next,1
19,week,1
20,pop,1
21,star,1
22,tùng,1
23,dương,1
24,quang,1
25,dũng,1
26,phương,1
27,mai,1
28,hoàng,2
29,trang,2
30,vĩnh,1
31,trinh,1
32,’,6
33,younger,1
34,sister,1
35,expect,1
36,sing,1
37,"1,000",1
38,peopl,3
39,show,1
40,call,1
41,sea,1
42,love,9
43,also,1
44,featur,1
45,meritori,1
46,artist,3
47,saxophonist,1
48,quyền,1
49,văn,1
50,minh,1
51,rapper,1
52,lê.organis,1
53,famili,1
54,friend,1
55,event,1
56,aim,1
57,celebr,1
58,'s,2
59,19th,1
60,anniversari,1
61,death,1
62,take,1
63,place,1
64,opera,1
65,hous,1
66,popular,2
67,work,2
68,includ,1
69,lullabi,1
70,circl,1
71,uniti,1
72,performed.sơn,1
73,written,1
74,1968,1
75,abut,1
76,dream,1
77,vietnames,2
78,hand,2
79,peace.th,1
80,sang,1
81,radio,1
82,saigon,1
83,april,1
84,30,1
85,1975,1
86,liber,1
87,day,1
88,south,1
89,việt,1
90,nam.a,1
91,highlight,1
92,even,1
93,wrote,1
94,prais,1
95,women,1
96,white,1
97,summer,1
98,old,1
99,pink,1
100,rain,1
101,.born,1
102,huế,2
103,1939,1
104,becam,1
105,1957,1
106,first,1
107,misti,1
108,eye,1
109,releas,1
110,1960,1
111,70,1
112,still,1
113,million,1
114,foreign,1
115,fans.hi,1
116,beauti,1
117,girl,1
118,name,1
119,diễm,1
120,well,1
121,known,1
122,japan,1
123,introduc,1
124,1970,1
125,vietnamese-american,1
126,khánh,1
127,ly.th,1
128,translat,1
129,japanes,1
130,list,1
131,among,1
132,countri,1
133,top,1
134,10,1
135,favourit,1
136,songs.,1
137,“,1
138,think,1
139,differ,1
140,age,1
141,background,1
142,find,1
143,music,1
144,encourag,1
145,live,1
146,”,1
147,said,1
148,23-year-old,1
149,start,1
150,8pm,1
151,june,1
152,27,1
153,theatr,1
154,1,1
155,tràng,1
156,tiền,1
157,street,1
158,hoàn,1
159,kiếm,1
160,district,1
161,vn,1
