,Word,Frequency
0,hcm,1
1,citi,1
2,–,1
3,two,1
4,solo,1
5,exhibit,3
6,artist,1
7,hương,1
8,ngô,1
9,thi,1
10,nguyễn,3
11,open,2
12,factori,1
13,contemporari,1
14,art,1
15,centr,1
16,june,1
17,19.hương,1
18,’,3
19,“,2
20,lost,1
21,view,2
22,”,2
23,includ,1
24,paint,1
25,featur,1
26,role,1
27,percept,1
28,women,1
29,histori,1
30,rememb,1
31,valu,1
32,contribut,1
33,work,2
34,inspir,1
35,life,1
36,communist,1
37,leader,1
38,thị,1
39,minh,1
40,khai,1
41,1910-1941,1
42,.thi,1
43,futur,1
44,showcas,1
45,printmak,1
46,depict,1
47,faint,1
48,memori,1
49,shadow,1
50,peopl,1
51,object,1
52,events.th,1
53,ceremoni,1
54,begin,1
55,6pm,1
56,15,1
57,ư,1
58,dĩ,1
59,street,1
60,district,1
61,2,1
62,octob,1
63,4,1
64,entranc,1
65,free,1
66,vn,1
