,Word,Frequency
0,lima,1
1,—,2
2,ancient,1
3,inca,1
4,citadel,3
5,machu,3
6,picchu,4
7,jewel,1
8,peruvian,1
9,tourism,1
10,reopen,5
11,juli,3
12,origin,1
13,schedul,1
14,due,1
15,concern,1
16,coronaviru,1
17,local,1
18,media,1
19,report,2
20,sunday.th,1
21,manag,1
22,group,1
23,ugm,2
24,made,1
25,decis,1
26,base,1
27,author,1
28,cusco,2
29,region,4
30,locat,1
31,``,1
32,decid,1
33,open,1
34,1,1
35,'',1
36,district,1
37,mayor,1
38,darwin,1
39,baca,2
40,member,1
41,told,1
42,reporters.an,1
43,offici,2
44,date,1
45,yet,1
46,set,1
47,indic,1
48,seri,1
49,health,1
50,measur,3
51,test,1
52,still,1
53,pend,1
54,area.machu,1
55,union,1
56,sinc,2
57,monday,1
58,protest,1
59,say,1
60,allow,2
61,tourist,1
62,would,4
63,caus,1
64,spike,1
65,infections.peruvian,1
66,announc,1
67,last,1
68,week,1
69,sharpli,1
70,reduc,1
71,number,2
72,daili,1
73,visitor,2
74,675,1
75,per,1
76,day,1
77,one-quart,1
78,usual,1
79,number.guid,1
80,lead,1
81,tour,1
82,seven,1
83,peopl,1
84,requir,1
85,wear,1
86,masks.th,1
87,plan,1
88,link,1
89,lift,1
90,nation,1
91,confin,1
92,place,1
93,march,1
94,16,1
95,governor,1
96,paul,1
97,benavent,1
98,said.airport,1
99,peru,1
100,remain,1
101,close,1
102,mani,1
103,shop,1
104,shutter,1
105,despit,1
106,latin,1
107,america,1
108,'s,1
109,earliest,1
110,stringent,1
111,countri,1
112,log,1
113,second-highest,1
114,case,1
115,"250,000",1
116,along,1
117,nearli,1
118,"8,000",1
119,death,1
120,afp,1
