,doc_1.txt,doc_13.txt,doc_14.txt,doc_15.txt,doc_16.txt,doc_17.txt,doc_18.txt,doc_19.txt,doc_2.txt,doc_20.txt,doc_21.txt,doc_22.txt,doc_23.txt,doc_24.txt,doc_25.txt,doc_26.txt,doc_27.txt,doc_28.txt,doc_29.txt,doc_3.txt,doc_30.txt,doc_31.txt,doc_32.txt,doc_33.txt,doc_34.txt,doc_35.txt,doc_36.txt,doc_37.txt,doc_38.txt,doc_39.txt,doc_4.txt,doc_40.txt,doc_41.txt,doc_42.txt,doc_43.txt,doc_45.txt,doc_46.txt,doc_47.txt,doc_5.txt,doc_52.txt,doc_54.txt,doc_57.txt,doc_59.txt,doc_6.txt,doc_60.txt,doc_61.txt,doc_62.txt,doc_64.txt,doc_65.txt,doc_67.txt,doc_68.txt,doc_69.txt,doc_7.txt,doc_70.txt,doc_71.txt,doc_72.txt,doc_8.txt,doc_9.txt
doc_1.txt,1.0,0.011594773569124297,0.03501951782554109,0.05451272195682323,0.0037900694101708206,0.03172167495889174,0.04964116175270252,0.03980094330928923,0.06510935971890998,0.01360222953129134,0.03377393146600329,0.04053063135303554,0.06324096651367903,0.025991322464507846,0.030076522587178873,0.06441870371848005,0.019396035900333494,0.012448851794965589,0.004520700130241258,0.14488295289230818,0.03445997128724807,0.01485725539383479,0.034196017962267,0.023489848933068807,0.03818555120015406,0.02536721301313904,0.044519535493398,0.015291581245034673,0.05174698695151799,0.025174518305152768,0.024214715356287567,0.038010856140619574,0.014051000835459179,0.06661683391061457,0.02101715199141547,0.046760354243545646,0.011670567659424301,0.025105727924803638,0.013948603132659713,0.03215243720661622,0.029680906247192756,0.005906515875341548,0.09353156965856112,0.037378001562317395,0.005828824951814864,0.021625866947624646,0.00944635023062479,0.06794922253689427,0.00972324721971185,0.020842388768180713,0.011842098922719953,0.03308947564258333,0.04751192454264417,0.03580885154196548,0.036559567369094395,0.03772687184675923,0.05156797092368392,0.01703208805675167
doc_13.txt,0.011594773569124297,0.9999999999999997,0.07334287447949166,0.030541698814726355,0.167189152829878,0.024774259670747267,0.01251776709793129,0.013499019770338062,0.060578503272857895,0.11008656960987966,0.0105327844756702,0.03433551896949985,0.021910565646485955,0.018662770656968086,0.0033861168627433197,0.08516206554243182,0.06458665895951209,0.011996899415166554,0.021735582366306086,0.005743285013552154,0.02036797108031895,0.01560237862255587,0.004475583561711944,0.022348640226407642,0.01841400802324923,0.0137882172169588,0.01008970993751288,0.002546376431849491,0.02074740555325581,0.018344517895010775,0.09245183008438893,0.012863237755101821,0.00547169276719477,0.020381654906450095,0.0217535130240606,0.005004992334691436,0.016834296712155795,0.028750366941744702,0.037236719664209744,0.014989359576223587,0.02409491990679538,0.04131901829873987,0.01937300305441876,0.012561591284822411,0.009745681405587032,0.0254543707576922,0.026921123176650488,0.03817179153871001,0.016316523182206537,0.002497029657961735,0.01823052264892932,0.022096976291703437,0.09193767242847423,0.01040316719023305,0.009193006924981206,0.01523071108059308,0.07412677194775363,0.13930367125575613
doc_14.txt,0.03501951782554109,0.07334287447949166,0.9999999999999999,0.10258924824408892,0.20473989000124132,0.16111971340316542,0.11336928000839061,0.04512898016466319,0.017675691080736466,0.09382225014411648,0.030352787162902593,0.2936290367270067,0.11581041808191618,0.07429741275321805,0.06945584034623689,0.16178514165435734,0.02473509926966143,0.06256845672866841,0.08988890904411806,0.004945822975580946,0.049935372974524495,0.042681561330103424,0.04732115292084681,0.051375856629063014,0.0277174297857093,0.024609903820274042,0.0891814478129965,0.016782805415863234,0.025210660403140815,0.018671660367523633,0.06967831746315467,0.07294674718435001,0.06524695025159113,0.10781173891121333,0.03481021873074574,0.11495915833809259,0.01916392255365265,0.07089763627614763,0.0807358205314081,0.026023642053992015,0.03620092760341099,0.006025928441623542,0.04074872741546956,0.07456942504548365,0.022691860594458196,0.08200753666147004,0.07023780037937966,0.057539341365131724,0.10764395795802549,0.07128185033351074,0.03366293773839878,0.07012416932954907,0.14873753314038626,0.025242842810247065,0.028721149754735782,0.09646888074453196,0.21661843350948512,0.14503640361486098
doc_15.txt,0.05451272195682323,0.030541698814726355,0.10258924824408892,1.0,0.03066237554973615,0.17965551177321934,0.0798899266595931,0.09085044355617382,0.17388318368982414,0.042161798198870844,0.12201471866896599,0.06046744910748635,0.24374951467335298,0.047108159334486324,0.06480075186953757,0.1269076088194706,0.026648244123035198,0.01314784436118435,0.04230982505193378,0.07497491970533374,0.04781044950634074,0.01700130983545949,0.016640004705868964,0.030556261332728596,0.031090381381684247,0.01795570395405458,0.03373233461777627,0.02195778980190698,0.03262179965696776,0.013220938795686801,0.06983825030626636,0.031871810922748434,0.019607216600777105,0.05954063472630865,0.024973724807166406,0.056300798984143065,0.009171256289293245,0.03587207972327938,0.03982358553528177,0.006193677676772305,0.018625796493549552,0.0040942097982817555,0.01598830048069302,0.03585329397723116,0.006780269321286765,0.02835510167421995,0.03448922814381104,0.03046061638251838,0.02059596316923609,0.05435114963041342,0.014263940814045568,0.037437216338640236,0.13623792399742826,0.021428516442165514,0.014819677657418913,0.06812772289121423,0.11314571738189161,0.06635240603676114
doc_16.txt,0.0037900694101708206,0.167189152829878,0.20473989000124132,0.03066237554973615,1.0000000000000002,0.058410151258675394,0.034101309235758354,0.044624888710920074,0.009809744708792272,0.24828291347587866,0.03481914561497959,0.08918176817779094,0.04997243852247448,0.11853327194761092,0.038860864071675466,0.05559825570999808,0.012623869163589494,0.00938509283970374,0.05654845734377137,0.11902630662825561,0.014298749448211603,0.020374317035920353,0.01417570086923902,0.02287043663070786,0.03292999673655629,0.02432055695142446,0.011469446240440596,0.005130228671052126,0.011837693794521487,0.017620623266472984,0.17291041390116635,0.030377997777715136,0.01078183650849938,0.018705686711597124,0.01044828748023888,0.006194777069218718,0.002107793652127538,0.04629193563442241,0.1365729349987914,0.023087548884262562,0.03252759802680621,0.004205002066897128,0.018701218714566314,0.05670147832393708,0.02127995990788585,0.039774628264194783,0.011794098656232124,0.0787435654522985,0.012519180823032784,0.015140261572851095,0.012843097858634706,0.04676425401855068,0.1745582079900868,0.009346594309516417,0.011599117391538575,0.038473137290684814,0.17024784480756647,0.28666136100653405
doc_17.txt,0.03172167495889174,0.024774259670747267,0.16111971340316542,0.17965551177321934,0.058410151258675394,1.0,0.14880608015294877,0.04226062782890771,0.03973138461053425,0.029479803735367634,0.05518652097853608,0.1438178985313974,0.11385928863933395,0.11351977681705275,0.11952402947816558,0.19301400397109175,0.031551696304723466,0.018929350350178006,0.1252245604674946,0.04139732938126655,0.04892226061617383,0.07082340004032538,0.03024553840712368,0.05724598044724168,0.07141341150789784,0.024118232089269005,0.04284673270019311,0.016325040475930967,0.04629885752452186,0.012735020377237536,0.03774497678971116,0.08583858739451837,0.052241955063016654,0.11335734651280086,0.0660740990458783,0.12213497595243689,0.013045224039572048,0.11959246823011252,0.06917438314794534,0.01403309219827688,0.04577172491290162,0.01725253935670183,0.03386609809471727,0.08881943112860004,0.04125350857079115,0.06768186756582541,0.013335466367131572,0.03897867773587426,0.03628919450893004,0.08602549951199068,0.02340678609846925,0.06371205619210876,0.08757034936880649,0.020687276062939942,0.0331974121579008,0.10506869748775904,0.11843074683735083,0.05612477852344076
doc_18.txt,0.04964116175270252,0.01251776709793129,0.11336928000839061,0.0798899266595931,0.034101309235758354,0.14880608015294877,1.0,0.042249222603612205,0.02753908764848116,0.026850914199898036,0.04015871153083915,0.11090325762148996,0.08004308470094074,0.05556159279811107,0.09469937601950816,0.14729762538255142,0.02427839255304559,0.014658686908666462,0.03575085546178225,0.02780008301226284,0.050075813908885006,0.04797630855177527,0.034264381551062574,0.043613582085684416,0.03510546731179207,0.033841429230951965,0.016434273834784886,0.021330104782826508,0.03271412637262965,0.022218261510063224,0.02928144031288662,0.09329180886849847,0.0553963504378388,0.09623533272509588,0.03286228487312679,0.12154700271435548,0.019439064358835866,0.049724573302520045,0.04769942431469193,0.039474619928361786,0.01462929070530836,0.022208608798356184,0.01733930843936201,0.11910753388347844,0.02606032332390821,0.03857490676478335,0.01794936108239831,0.039292188268797365,0.006388965454318536,0.055423396263568576,0.02356530085685061,0.040882088576736156,0.08338638702229087,0.013441840939792702,0.04155610754031128,0.0727267063139094,0.10624119693986234,0.0231615578359448
doc_19.txt,0.03980094330928923,0.013499019770338062,0.04512898016466319,0.09085044355617382,0.044624888710920074,0.04226062782890771,0.042249222603612205,0.9999999999999999,0.06820543272531507,0.0916539712520821,0.1256477648692097,0.0237420498107657,0.058090415108278684,0.034447616465577285,0.0291274738818518,0.014283059898349994,0.030090306610047177,0.00681344284326571,0.005062083453283555,0.05434994672117335,0.004842381442304002,0.009529580463512143,0.007269654419506758,0.006956188026917715,0.014053243905715123,0.0030415391224765873,0.014307240685920663,0.01994298037497865,0.0029603903852180344,0.006667416715698543,0.1133093897578522,0.00940813191086216,0.0040235130497499145,0.002933049388435517,0.0016382901989432795,0.02374504932056024,0.0026293083785434742,0.011225929682450536,0.03025887097062658,0.015671835251916368,0.004844751640213059,0.010359560957794457,0.005775475576865582,0.009444197364207959,0.005339154045990313,0.01026360697622176,0.014712219283371807,0.010136067270206117,0.023493885895596298,0.011034198894946414,0.0134879594529369,0.002805314150656415,0.10121375878713562,0.00979531321216982,0.016636273384467933,0.03429044804715045,0.012096517737732916,0.07536246371356459
doc_2.txt,0.06510935971890998,0.060578503272857895,0.017675691080736466,0.17388318368982414,0.009809744708792272,0.03973138461053425,0.02753908764848116,0.06820543272531507,1.0,0.055610405029095845,0.27633151299792486,0.021074852261434407,0.07809736918457304,0.031094176831045692,0.03787080981120548,0.05429584530125927,0.00426050826009493,0.017784352329756947,0.025837177454555528,0.3572678458628382,0.03174017138376098,0.03859374536513688,0.02422557984760154,0.022327677391194532,0.019343674781553865,0.006461198716349342,0.010191988881223538,0.025587957343181464,0.018662659349517125,0.014911203713108157,0.13684880642123937,0.014556499652611328,0.006293984451316425,0.005107835700214948,0.009020833251634565,0.018531937904470344,0.014918093781980042,0.028426343786672047,0.050268331266935015,0.01976105914420735,0.006897328355207219,0.04427694712677159,0.00411425124909781,0.023034523645842735,0.02635812249303293,0.02189741361943771,0.11348614495969712,0.04178545468241681,0.03384909850109158,0.03582753617423991,0.02701620776951402,0.010142754278844047,0.2314495965212169,0.031423316400483535,0.00812604851230497,0.16938281835452368,0.035892761098601476,0.08495418619319448
doc_20.txt,0.01360222953129134,0.11008656960987966,0.09382225014411648,0.042161798198870844,0.24828291347587866,0.029479803735367634,0.026850914199898036,0.0916539712520821,0.055610405029095845,1.0000000000000002,0.08323986101492002,0.03739640401636002,0.07163123225910148,0.017729127186929206,0.015586064749363871,0.05322612804813928,0.0032812909017905707,0.0037381179246939885,0.03682858129629215,0.02054654411916053,0.013957106845222136,0.02662703490387656,0.014270184964982632,0.021298832814676854,0.013041052749544334,0.0016687058472392273,0.007849504881927934,0.01758766618692935,0.006316900520839554,0.01403723179872943,0.3582248850849962,0.028729222339992363,0.01596633003715847,0.003933872155098917,0.01531331181470781,0.012422313686615881,0.007694383259426929,0.027929472490749948,0.09969032182039116,0.0659607553779641,0.0286253327677963,0.0056836552971992515,0.0031686489890866533,0.01569989749234949,0.009515866838106056,0.0051941566461136445,0.008071691783480333,0.005561038027362509,0.010725439491690615,0.01809836423199259,0.01801054260808529,0.027940234197697342,0.1936140762224752,0.0015836442032082327,0.011963845022418606,0.06872899358575953,0.0693057696919664,0.34624057276521414
