,Word,Frequency
0,trump,7
1,said,3
2,reason,1
3,retali,1
4,chines,2
5,communist,1
6,parti,1
7,offici,1
8,compani,1
9,beij,1
10,'s,3
11,intern,1
12,camp,5
13,use,1
14,hold,2
15,uyghur,4
16,muslim,2
17,minor,1
18,upset,1
19,negoti,2
20,``,5
21,well,1
22,middl,2
23,major,1
24,trade,1
25,deal,2
26,made,1
27,great,1
28,250,1
29,billion,1
30,potenti,1
31,worth,1
32,purchas,1
33,'',3
34,presid,2
35,told,2
36,axio,1
37,friday,1
38,ad,1
39,'re,1
40,sudden,1
41,start,1
42,throw,1
43,addit,1
44,sanction,2
45,—,1
46,'ve,1
47,done,1
48,lot,1
49,put,1
50,tariff,1
51,china,4
52,far,1
53,wors,1
54,think,1
55,last,2
56,week,1
57,former,1
58,nation,2
59,secur,2
60,advis,1
61,continu,1
62,build,3
63,concentr,2
64,day,1
65,sign,1
66,bill,1
67,aim,1
68,punish,1
69,human,1
70,right,2
71,abus,1
72,popul,1
73,excerpt,1
74,forthcom,1
75,book,1
76,publish,1
77,wall,1
78,street,1
79,journal,1
80,john,1
81,bolton,2
82,wrote,1
83,discuss,1
84,detent,1
85,built,1
86,govern,1
87,western,1
88,dinner,1
89,g20,1
90,year,1
91,interpret,2
92,present,1
93,xi,2
94,explain,1
95,basic,1
96,xinjiang,1
97,accord,1
98,go,1
99,ahead,1
100,thought,1
101,exactli,1
102,thing,1
103,write,1
104,council,1
105,top,1
106,asia,1
107,staffer,1
108,matthew,1
109,potting,1
110,someth,1
111,similar,1
112,novemb,1
113,2017,1
114,trip,1
