,Word,Frequency
0,david,1
1,stilwel,6
2,state,6
3,depart,4
4,'s,12
5,assist,1
6,secretari,1
7,east,1
8,asia,1
9,pacif,1
10,affair,1
11,said,4
12,monday,1
13,china,7
14,central,1
15,televis,1
16,news,4
17,servic,1
18,peopl,2
19,daili,1
20,global,3
21,time,4
22,would,2
23,report,1
24,detail,1
25,us,6
26,staf,1
27,real,1
28,estat,1
29,hold,1
30,``,7
31,entiti,2
32,independ,1
33,organ,1
34,effect,2
35,control,4
36,chines,8
37,communist,2
38,parti,2
39,...,2
40,also,4
41,known,1
42,propaganda,3
43,outlet,6
44,'',3
45,furthermor,1
46,action,2
47,increas,1
48,transpar,2
49,inform,1
50,among,2
51,amongst,1
52,legitim,1
53,journalist,4
54,gather,1
55,second,1
56,design,2
57,media,4
58,foreign,2
59,requir,1
60,submit,1
61,rule,1
62,regul,1
63,cover,1
64,diplomat,1
65,missions.th,1
66,come,2
67,us-china,1
68,tie,1
69,mire,1
70,acrimoni,1
71,trade,1
72,futur,1
73,hong,1
74,kong,1
75,coronaviru,1
76,pandem,1
77,gener,1
78,elect,2
79,four,2
80,month,1
81,away,1
82,presid,2
83,donald,1
84,trump,3
85,reelect,1
86,prospect,1
87,uncertain,1
88,economi,1
89,shambl,1
90,viru,2
91,push,1
92,insid,2
93,white,1
94,hous,1
95,republican,1
96,alli,1
97,shift,1
98,blame,1
99,stress,2
100,failur,1
101,act,1
102,quickli,1
103,prevent,1
104,spread,1
105,pandemic.th,1
106,announc,1
107,day,1
108,revel,1
109,new,2
110,book,2
111,john,1
112,bolton,2
113,former,1
114,nation,2
115,secur,1
116,advis,1
117,wrote,1
118,xi,3
119,jinp,1
120,help,1
121,win,1
122,2020,1
123,alway,1
124,tightli,1
125,agenc,1
126,tighten,1
127,recent,1
128,year,2
129,decad,1
130,particularli,1
131,right,1
132,understand,2
133,exactli,1
134,know,1
135,go,1
136,countri,1
137,'re,3
138,free,1
139,added.earli,1
140,five,1
141,mission,1
142,cap,1
143,number,1
144,work,1
145,expel,2
146,york,1
147,wall,1
148,street,1
149,journal,1
150,washington,1
151,post.when,1
152,ask,1
153,effort,1
154,given,1
155,retali,1
156,last,1
157,took,1
158,govern,1
159,ca,1
160,n't,1
161,say,1
162,specif,1
163,simpli,1
164,excus,1
165,spokeswoman,1
166,morgan,1
167,ortagu,2
168,lack,1
169,freedom,1
170,favor,2
171,contrast,1
172,allow,1
173,question,1
174,paint,1
175,tri,1
176,curri,1
