,Word,Frequency
0,hà,1
1,nội,1
2,—,2
3,prime,3
4,minist,3
5,request,1
6,ministri,3
7,plan,6
8,invest,9
9,mpi,2
10,propos,1
11,suitabl,1
12,manag,1
13,solut,1
14,solar,25
15,power,29
16,project,31
17,ensur,1
18,nation,3
19,security.th,1
20,govern,1
21,offic,1
22,releas,1
23,pm,1
24,direct,1
25,issu,1
26,industri,2
27,trade,2
28,relev,1
29,agenc,2
30,local,2
31,media,1
32,report,3
33,thai,2
34,investor,3
35,acquir,2
36,bình,4
37,phước.accord,1
38,thailand,3
39,'s,1
40,super,4
41,energi,9
42,corpor,1
43,compani,3
44,limit,1
45,announc,2
46,lộc,6
47,ninh,10
48,1,3
49,2,2
50,3,2
51,4,1
52,phước,1
53,buy,1
54,plant,3
55,’,5
56,share,6
57,intermediari,1
58,total,8
59,us,3
60,456.7,1
61,million.of,1
62,99.7,1
63,million,4
64,140,1
65,105,1
66,112,1
67,4.befor,1
68,four,2
69,own,3
70,six,2
71,việt,5
72,nam,5
73,march,1
74,2020,1
75,alon,1
76,capac,6
77,286.72,1
78,mw,4
79,half,1
80,100,2
81,thailand.sup,1
82,return,1
83,eirr,2
84,12-13,1
85,per,9
86,cent,7
87,"1,2,3,4",1
88,much,1
89,higher,3
90,16.59,1
91,17.4,1
92,cent.th,1
93,also,2
94,purchas,2
95,seri,1
96,provinc,4
97,includ,1
98,thuận,5
99,giang,2
100,wind,5
101,bạc,1
102,liêu,1
103,sóc,1
104,trăng,1
105,phú,1
106,yên,1
107,gia,2
108,lai,2
109,provinces.thes,1
110,expect,2
111,full,1
112,partial,1
113,oper,2
114,fourth,1
115,quarter,1
116,2021.with,1
117,form,1
118,joint,2
119,ventur,2
120,transfer,1
121,vietnames,1
122,enterpris,1
123,mani,4
124,foreign,1
125,group,3
126,dozen,1
127,enjoy,1
128,preferenti,1
129,rate,1
130,9.35,2
131,kwh,3
132,20,2
133,year,3
134,tiền,1
135,phong,1
136,vanguard,1
137,newspap,1
138,reported.of,1
139,thành,2
140,công,1
141,gulf,2
142,set,1
143,mid-2019,1
144,put,2
145,two,2
146,tâi,2
147,ttc,2
148,2.the,1
149,increas,1
150,hold,2
151,90,1
152,49,1
153,2019,3
154,95,1
155,bến,1
156,tre,1
157,province.besid,1
158,singapor,1
159,china,1
160,philippin,1
161,nam.at,1
162,present,1
163,30,2
164,citi,1
165,nationwid,2
166,rais,1
167,concern,1
168,broken,1
169,electr,9
170,environment,1
171,problems.accord,1
172,expert,1
173,strong,1
174,develop,8
175,state,1
176,attract,2
177,price,2
178,equival,1
179,"vnđ2,086",1
180,start,1
181,june,1
182,31,1
183,would,1
184,within,1
185,years.a,1
186,result,1
187,300,1
188,regist,1
189,decis,1
190,break,1
191,vii.th,1
192,moit,5
193,note,1
194,hot,1
195,creat,2
196,lack,1
197,synchronis,1
198,transmiss,2
199,infrastructur,2
200,present.việt,1
201,output,1
202,least,1
203,7,1
204,gw,2
205,0.8,1
206,target,1
207,accord,2
208,studi,1
209,conduct,1
210,giz,1
211,german,1
212,cooper,1
213,renew,2
214,conserv,1
215,depart,1
216,energy.of,1
217,nearli,1
218,"4,000",1
219,exceed,1
220,vii,1
221,number,1
222,10,1
223,time,1
224,led,2
225,mismatch,1
226,deploy,1
227,seriou,1
228,overload,1
229,network,1
230,system,1
231,region.ninh,1
232,destin,1
233,"1,817",1
234,capit,1
235,vnđ50,1
236,trillion,1
237,approv,2
238,moit.thi,1
239,estim,1
240,26,1
241,"3,600",1
242,mw.with,1
243,massiv,1
244,land,1
245,hậu,1
246,quảng,1
247,ngãi,1
248,end,1
249,"15,000",1
250,vii.that,1
251,difficulti,1
252,grid,2
253,region,1
254,build,1
255,connect,1
256,vn,1
