,Word,Frequency
0,new,1
1,york,1
2,—,2
3,ambassador,1
4,đặng,1
5,đình,1
6,quý,1
7,head,1
8,vietnam,1
9,mission,1
10,unit,1
11,nation,2
12,un,4
13,call,3
14,intern,3
15,commun,2
16,focu,1
17,people-centr,1
18,solut,4
19,share,2
20,burden,2
21,respons,2
22,ensur,2
23,success,2
24,repatri,2
25,reintegr,2
26,process,2
27,refugees.dur,1
28,onlin,1
29,meet,2
30,secur,2
31,council,1
32,unsc,2
33,hear,1
34,report,1
35,high,2
36,commission,2
37,refuge,10
38,unhcr,1
39,thursday,1
40,vietnames,1
41,diplomat,1
42,emphasis,2
43,holist,1
44,approach,1
45,issu,2
46,say,1
47,prevent,1
48,settl,1
49,conflict,1
50,promot,3
51,econom,1
52,develop,1
53,enhanc,1
54,peac,2
55,sustain,2
56,solutions.h,1
57,urg,2
58,parti,1
59,involv,1
60,join,1
61,effort,2
62,achiev,1
63,long-term,1
64,ceasefir,1
65,creat,1
66,favour,1
67,environ,1
68,toward,1
69,polit,2
70,conflicts.quý,1
71,highlight,1
72,human,1
73,signific,1
74,resolv,1
75,problem,2
76,cooper,2
77,dialogu,1
78,among,1
79,relev,1
80,countri,3
81,refugees.h,1
82,applaud,1
83,global,5
84,compact,2
85,forum,1
86,800,1
87,commit,3
88,made.h,1
89,also,2
90,affirm,1
91,việt,1
92,nam,1
93,'s,1
94,work,2
95,support,2
96,settlement,1
97,situat,1
98,world,2
99,implement,3
100,refugees.speak,1
101,filippo,1
102,grandi,1
103,said,1
104,2019,1
105,79.5,1
106,million,1
107,forc,1
108,flee,1
109,home,1
110,highest,1
111,level,2
112,past,1
113,decade.h,1
114,seek,1
115,particularli,1
116,import,1
117,build,1
118,maintain,1
119,uphold,1
120,determin,1
121,effect,1
122,agreement.repres,1
123,member,1
124,stress,1
125,need,1
126,mechan,1
127,accept,1
128,bilater,1
129,region,1
130,comprehens,1
131,vn,1
