,Word,Frequency
0,hà,1
1,nội,1
2,—,2
3,việt,8
4,nam,9
5,must,2
6,capitalis,1
7,covid-19,5
8,success,3
9,“,9
10,elev,1
11,countri,9
12,’,8
13,profil,1
14,”,9
15,world,5
16,stage,1
17,accord,1
18,deputi,8
19,prime,1
20,minist,1
21,vũ,1
22,đức,1
23,đam.đam,1
24,also,3
25,chair,1
26,nation,3
27,steer,1
28,committe,1
29,prevent,1
30,control,2
31,made,1
32,remark,1
33,assembl,2
34,plenari,1
35,session,1
36,saturday,1
37,lawmak,1
38,deliber,1
39,socio-econom,3
40,perform,1
41,first,3
42,month,2
43,2020.,1
44,return,1
45,normal,2
46,life,1
47,vietnames,5
48,peopl,6
49,dream,1
50,mani,3
51,pm,5
52,đam,8
53,said,6
54,ad,4
55,far,2
56,remain,5
57,among,2
58,30,1
59,without,1
60,deaths.th,1
61,near,1
62,60,1
63,day,2
64,local,1
65,commun,1
66,infect,2
67,case,2
68,due,1
69,repatri,1
70,flight,1
71,bring,1
72,back,1
73,strand,1
74,oversea,1
75,timefram,1
76,confirm,1
77,jump,1
78,2,1
79,million,2
80,nearli,1
81,8,1
82,"430,000",1
83,deaths.aft,1
84,strict,1
85,nationwid,1
86,social,2
87,distanc,2
88,period,2
89,implement,2
90,earli,1
91,april,1
92,start,1
93,eas,1
94,restrict,1
95,activ,2
96,resum,1
97,border,1
98,shut,2
99,foreign,2
100,entries.when,1
101,inform,2
102,pneumonia-lik,1
103,diseas,1
104,china,1
105,emerg,1
106,govern,3
107,direct,1
108,health,3
109,sector,1
110,late,1
111,2019,1
112,immedi,1
113,discuss,1
114,intern,4
115,organis,3
116,develop,3
117,anti-epidem,2
118,plan,1
119,base,1
120,past,1
121,experi,1
122,said.việt,1
123,measur,1
124,earlier,1
125,higher,2
126,level,1
127,recommend,1
128,includ,2
129,approach,1
130,prove,1
131,right,1
132,effect,1
133,time,1
134,signific,2
135,lower,1
136,cost,1
137,compar,1
138,earn,2
139,prais,1
140,appreciation.th,1
141,attribut,1
142,parti,1
143,state,1
144,leadership,1
145,whole-of-govern,1
146,whole-of-societi,1
147,approach.,1
148,great,2
149,doctor,1
150,arm,1
151,forc,3
152,public,2
153,secur,2
154,agenc,2
155,want,1
156,stress,1
157,amaz,1
158,thank,2
159,tireless,1
160,work,2
161,night,1
162,fight,2
163,pandemic.,1
164,encourag,1
165,support,1
166,sourc,1
167,motiv,1
168,frontlin,1
169,continu,4
170,maintain,2
171,achiev,1
172,said.whil,1
173,domest,2
174,situat,3
175,larg,1
176,region,1
177,global,1
178,quit,1
179,grim,1
180,door,1
181,extremist,1
182,manner,1
183,find,1
184,way,1
185,accomplish,1
186,doubl,1
187,goal,1
188,economi,2
189,safeguard,1
190,health.th,1
191,spirit,2
192,evok,1
193,new,1
194,urged.robust,1
195,applic,1
196,technolog,2
197,industri,1
198,4.0,1
199,era,1
200,similar,1
201,previou,1
202,coronaviru,1
203,complic,1
204,said.dur,1
205,undisrupt,1
206,onlin,1
207,administr,1
208,procedur,1
209,given,1
210,boost,1
211,remot,2
212,examin,1
213,anoth,1
214,expand,1
215,future.th,1
216,leav,1
217,one,1
218,behind,1
219,promot,3
220,order,2
221,foster,2
222,cultur,1
223,ethnic,1
224,minor,1
225,area,1
226,said.prais,1
227,all-out,1
228,effort,2
229,medic,1
230,personnel,1
231,treat,1
232,save,1
233,patient,2
234,critic,1
235,ill,1
236,british,1
237,pilot,1
238,demonstr,1
239,ethic,1
240,physician,1
241,beauti,1
242,tradit,1
243,valu,2
244,people.,1
245,need,1
246,degre,1
247,confid,1
248,fond,1
249,friend,1
250,said.na,1
251,meet,1
252,agre,1
253,suffer,1
254,huge,1
255,blow,1
256,pandem,1
257,still,2
258,record,1
259,gdp,1
260,growth,3
261,3.82,1
262,per,1
263,cent,1
264,quarter,1
265,2020,1
266,make,1
267,rare,1
268,post,1
269,high,1
270,inflat,1
271,consum,1
272,price,1
273,energi,1
274,food,1
275,safeti,1
276,ensured.regard,1
277,task,1
278,year,1
279,na,1
280,ask,1
281,follow,1
282,commit,1
283,stabl,1
284,macroeconom,1
285,foundat,1
286,enhanc,1
287,anti-corrupt,1
288,train,1
289,highli,1
290,skill,1
291,workforc,1
292,stimul,1
293,tourism,1
294,post-covid-19,1
295,vn,1
