,Word,Frequency
0,hcm,3
1,citi,5
2,—,2
3,polic,5
4,said,2
5,saturday,1
6,detain,1
7,lê,2
8,hữu,2
9,minh,2
10,tuấn,2
11,resid,1
12,central,1
13,quảng,1
14,nam,3
15,provinc,1
16,make,2
17,store,2
18,spread,2
19,inform,2
20,materi,3
21,item,2
22,purpos,2
23,oppos,2
24,state,2
25,socialist,2
26,republ,2
27,việt,2
28,articl,2
29,117,2
30,penal,2
31,code,1
32,investig,2
33,agenc,1
34,arrest,3
35,made,1
36,june,1
37,12,1
38,connect,2
39,phạm,3
40,chí,3
41,dũng,4
42,accomplic,1
43,also,2
44,conduct,1
45,hous,1
46,search,1
47,seiz,1
48,mani,2
49,document,1
50,relat,1
51,last,1
52,month,1
53,nguyễn,1
54,tường,1
55,thụi,1
56,70,1
57,live,1
58,thanh,1
59,xuân,1
60,district,1
61,hà,1
62,nội,1
63,case.hcm,1
64,novemb,1
65,2019,1
66,code.accord,1
67,commit,1
68,seriou,1
69,danger,1
70,violat,1
71,law,1
72,neg,1
73,impact,1
74,social,1
75,secur,1
76,order,1
77,vn,1
