,Word,Frequency
0,hà,2
1,nội,2
2,—,2
3,politburo,5
4,met,1
5,tuesday,1
6,chair,1
7,parti,12
8,gener,1
9,secretari,3
10,presid,1
11,nguyễn,1
12,phú,1
13,trọng,1
14,consid,1
15,disciplinari,1
16,measur,1
17,lê,1
18,viết,1
19,chữ,4
20,member,2
21,central,3
22,committe,10
23,quảng,2
24,ngãi,2
25,provinci,6
26,committee.aft,1
27,scrutinis,1
28,propos,1
29,’,11
30,inspect,1
31,commiss,1
32,note,1
33,must,1
34,bear,1
35,main,1
36,respons,1
37,violat,5
38,mistak,2
39,stand,2
40,board,2
41,2010-15,1
42,2015-20,1
43,peopl,1
44,2011-16.those,1
45,relat,1
46,transfer,1
47,appoint,1
48,rotat,1
49,offici,2
50,nomin,1
51,candid,1
52,elect,1
53,send,1
54,public,2
55,worker,1
56,graduat,1
57,student,1
58,work,2
59,studi,1
60,trip,1
61,invest,2
62,big,1
63,project,4
64,use,1
65,capit,1
66,non-stat,1
67,sourc,1
68,leas,1
69,grant,1
70,land,1
71,enterpris,3
72,without,1
73,hold,1
74,auction,1
75,addit,1
76,list,1
77,medium-term,1
78,support,1
79,settlement,1
80,request,1
81,accord,1
82,compet,1
83,secretary.chữ,1
84,act,1
85,regul,2
86,rule,1
87,state,1
88,law,1
89,said,1
90,stress,1
91,wrongdo,1
92,seriou,1
93,harm,1
94,prestig,1
95,local,2
96,administr,1
97,call,1
98,strict,1
99,punishment.consid,1
100,serious,1
101,consequ,1
102,take,1
103,account,1
104,servic,1
105,record,1
106,base,1
107,02-qđ/tw,1
108,issu,1
109,novemb,1
110,15,1
111,2017,1
112,decid,1
113,give,1
114,warn,1
115,vn,1
