,doc_1.txt,doc_10.txt,doc_12.txt,doc_13.txt,doc_14.txt,doc_15.txt,doc_16.txt,doc_17.txt,doc_18.txt,doc_19.txt,doc_2.txt,doc_20.txt,doc_3.txt,doc_32.txt,doc_33.txt,doc_34.txt,doc_35.txt,doc_36.txt,doc_37.txt,doc_38.txt,doc_39.txt,doc_4.txt,doc_40.txt,doc_5.txt,doc_7.txt,doc_8.txt,doc_9.txt
doc_1.txt,0.9999999999999999,0.021514388789657588,0.14810057062739707,0.02972893410948334,0.04693579360393334,0.03374525068647431,0.004689511859260225,0.06640654778943242,0.02065821311005437,0.04244615247593402,0.06601895206742565,0.021698374723993382,0.05744302300471652,0.0667977471543631,0.03585737046264105,0.05872999929809891,0.04126661162390692,0.07650909964711308,0.12207159735486413,0.07236127518384058,0.008195803306306938,0.018529016579226412,0.08059085870727305,0.031466405246006,0.05858149633169291,0.04101648206371635,0.4036536564778717
doc_10.txt,0.021514388789657588,0.9999999999999999,0.05989083740042912,0.02303151920186605,0.2327986861709905,0.16052987830166088,0.09415958420610503,0.04085937986461536,0.021494262729030728,0.06221179892232675,0.06516015111867761,0.04752357608872302,0.05580347600678523,0.0897461335016731,0.0660082819456961,0.2833732002420284,0.03357542649493023,0.02728447831757633,0.09517926421780826,0.029328145397976093,0.025205734369077516,0.024701211084174137,0.07679372274926692,0.05772632293135283,0.05247662490400602,0.21524606557423628,0.07921212733549522
doc_12.txt,0.14810057062739707,0.05989083740042912,1.0000000000000002,0.043677549740756064,0.05822659386770079,0.03469986642313706,0.02427737740606999,0.06796751880978424,0.07651077942949584,0.20970285569784858,0.09854661053912177,0.12399138427565616,0.06612729038251178,0.1319892401798528,0.043730932074090255,0.023918575077291632,0.06509128992800892,0.09744584410237274,0.0525362458374618,0.1387245013924735,0.04009584748539894,0.03417732919470161,0.1739050628670198,0.05468137494791943,0.08292957484543603,0.03164393922406257,0.20102873526102613
doc_13.txt,0.02972893410948334,0.02303151920186605,0.043677549740756064,1.0000000000000002,0.03656850117469885,0.01832494304629902,0.036076526579180423,0.05869465938698776,0.11354818672549988,0.06458090414016435,0.034034079635637614,0.019882145703027737,0.13553067709481229,0.07109332193167293,0.019867936227172176,0.03494319757570825,0.03182116173509347,0.04273239660320134,0.0766241561155622,0.05252772141402654,0.023595040797941055,0.03480360303738436,0.045912223130015944,0.06967865374588864,0.17415281797470702,0.019287223306932288,0.07091744527819507
doc_14.txt,0.04693579360393334,0.2327986861709905,0.05822659386770079,0.03656850117469885,1.000000000000001,0.13471661888532563,0.03480456262220723,0.03649334423631349,0.02685732850846634,0.08825712886437106,0.08268034206527991,0.0858938643641813,0.06652492105189285,0.11652877352596908,0.060376142393698054,0.336177568004768,0.03509718912713282,0.06825241697567337,0.12190722318143019,0.04161363417394692,0.033996868356068036,0.028009298309006045,0.052678190459425095,0.06180729314491017,0.026999337472192006,0.17404398743630822,0.0697879027700359
doc_15.txt,0.03374525068647431,0.16052987830166088,0.03469986642313706,0.01832494304629902,0.13471661888532563,0.9999999999999999,0.024220988954982897,0.08304301859525799,0.021434169712437518,0.04695781854554916,0.05128200926438431,0.05374002952001257,0.056312374826558105,0.08383239645817563,0.040948960134973414,0.2088514990990932,0.05767486486220139,0.03356927632314116,0.09936117520200376,0.025552634017415546,0.01771742483402585,0.05998039460517811,0.03725444868692263,0.07309306401892536,0.03161943818525948,0.14257297634236293,0.0663911792645157
doc_16.txt,0.004689511859260225,0.09415958420610503,0.02427737740606999,0.036076526579180423,0.03480456262220723,0.024220988954982897,1.0000000000000004,0.032175345436175076,0.008766580613503284,0.028332653587439142,0.031379181369536026,0.05579953202990271,0.012816748345122427,0.038987987590936225,0.03770798887030373,0.03643830912535357,0.032022619912993225,0.04028153259967099,0.16252384465454753,0.009670302927582464,0.017647856856348197,0.024925450026783747,0.020851804787421963,0.09549728754675518,0.016365513459669374,0.0591500510135207,0.021388299387180922
doc_17.txt,0.06640654778943242,0.04085937986461536,0.06796751880978424,0.05869465938698776,0.03649334423631349,0.08304301859525799,0.032175345436175076,0.9999999999999998,0.04132712827734475,0.07657862386014665,0.05075875127999564,0.012547428182854509,0.10032902990994469,0.06831010968798606,0.021629391477464458,0.08629093685945478,0.03667894975660982,0.03082160342118228,0.073730695713492,0.031633738760605976,0.006340832789323661,0.03577622110582524,0.046013493670602375,0.051656947405701904,0.04922548437752857,0.05020954089975257,0.05025078680770107
doc_18.txt,0.02065821311005437,0.021494262729030728,0.07651077942949584,0.11354818672549988,0.02685732850846634,0.021434169712437518,0.008766580613503284,0.04132712827734475,0.9999999999999998,0.05792422060828141,0.05723960722345247,0.019730126567660905,0.09076570514028862,0.06797979100855948,0.02177002518105595,0.00846695291082309,0.041671721342975754,0.06614858247968511,0.038934440610775424,0.02589379232617121,0.02220408170120549,0.012991866235615802,0.07899151377416415,0.04551751236098332,0.10241317236150807,0.020328389783082143,0.061801396354038134
doc_19.txt,0.04244615247593402,0.06221179892232675,0.20970285569784858,0.06458090414016435,0.08825712886437106,0.04695781854554916,0.028332653587439142,0.07657862386014665,0.05792422060828141,1.0000000000000002,0.06902296534375084,0.0650772549310834,0.0839706473403689,0.15935194852191303,0.057900240468918424,0.04290128801961152,0.1029059661751136,0.0795902265083878,0.06361982084035418,0.04662075642124578,0.060447429153866354,0.030501186283295584,0.11391702564426037,0.0759629396081355,0.03644378575732035,0.034916430504024855,0.11487788047064354
doc_2.txt,0.06601895206742565,0.06516015111867761,0.09854661053912177,0.034034079635637614,0.08268034206527991,0.05128200926438431,0.031379181369536026,0.05075875127999564,0.05723960722345247,0.06902296534375084,1.000000000000001,0.042219066137842015,0.05737887550529846,0.21117308524373074,0.056885607826043676,0.066421857076295,0.04297006076571211,0.13578179553851577,0.09149471287846708,0.0983098785917393,0.01667192226495555,0.039235865869597104,0.23218788857954234,0.06855273115397573,0.0671246255283235,0.059474969589642525,0.09234564206491608
doc_20.txt,0.021698374723993382,0.04752357608872302,0.12399138427565616,0.019882145703027737,0.0858938643641813,0.05374002952001257,0.05579953202990271,0.012547428182854509,0.019730126567660905,0.0650772549310834,0.042219066137842015,0.9999999999999998,0.022903468913715103,0.0691596719615272,0.02314279811463983,0.023950921286867217,0.026972030110656704,0.03595476580954353,0.032956596759751114,0.019287325017724663,0.03719663521326411,0.024010463152883972,0.051156880679162076,0.04426645774450524,0.013852483685425677,0.02196264172060925,0.031479480321782036
doc_3.txt,0.05744302300471652,0.05580347600678523,0.06612729038251178,0.13553067709481229,0.06652492105189285,0.056312374826558105,0.012816748345122427,0.10032902990994469,0.09076570514028862,0.0839706473403689,0.05737887550529846,0.022903468913715103,0.9999999999999996,0.10232881118143997,0.019936137456635666,0.06354992060631354,0.022520009569705443,0.06328838174238305,0.0519386817045966,0.033333566080332944,0.013647460624614503,0.037623670710153226,0.07831294767178026,0.05559273716504451,0.12820217171437498,0.05488167495010092,0.08136627393768972
doc_32.txt,0.0667977471543631,0.0897461335016731,0.1319892401798528,0.07109332193167293,0.11652877352596908,0.08383239645817563,0.038987987590936225,0.06831010968798606,0.06797979100855948,0.15935194852191303,0.21117308524373074,0.0691596719615272,0.10232881118143997,1.0000000000000009,0.04511485429713823,0.05946116686911782,0.08446686970892622,0.17310956105780023,0.10771454482469925,0.10193059903842808,0.023881001615518323,0.06069298547512851,0.14887407013349113,0.126180937471823,0.1216379283485876,0.07817692538294194,0.1781070597252296
doc_33.txt,0.03585737046264105,0.0660082819456961,0.043730932074090255,0.019867936227172176,0.060376142393698054,0.040948960134973414,0.03770798887030373,0.021629391477464458,0.02177002518105595,0.057900240468918424,0.056885607826043676,0.02314279811463983,0.019936137456635666,0.04511485429713823,1.0000000000000002,0.03663679498716863,0.03257959759859645,0.04961750218471002,0.06806100223448262,0.04024041509947503,0.17327697152829263,0.05534765827074542,0.047207807929295714,0.05505936925381249,0.008107654261124597,0.07186108459871937,0.04046043958501749
doc_34.txt,0.05872999929809891,0.2833732002420284,0.023918575077291632,0.03494319757570825,0.336177568004768,0.2088514990990932,0.03643830912535357,0.08629093685945478,0.00846695291082309,0.04290128801961152,0.066421857076295,0.023950921286867217,0.06354992060631354,0.05946116686911782,0.03663679498716863,0.9999999999999998,0.0334450292043753,0.0332041120084158,0.1767586468494896,0.020683160097797863,0.009366234205375974,0.04104079754150705,0.04807570726544537,0.06731622501733116,0.008165849025411466,0.19641953603324833,0.04136116188530363
