,doc_152.txt,doc_153.txt,doc_155.txt,doc_156.txt,doc_157.txt,doc_158.txt,doc_159.txt,doc_172.txt,doc_173.txt,doc_174.txt,doc_175.txt,doc_176.txt,doc_177.txt,doc_61.txt,doc_62.txt,doc_63.txt,doc_64.txt,doc_65.txt,doc_66.txt,doc_67.txt,doc_68.txt,doc_69.txt,doc_70.txt
doc_175.txt,0.08731986488228717,0.023885651442675522,0.05854749392590524,0.031507046880829115,0.04759250982613483,0.030969439768036462,0.07939569749694887,0.0723600570154474,0.03813632058052435,0.054154727720326985,1.0000000000000007,0.03577622726793762,0.12590393094352906,0.07968715082814094,0.06917286837144232,0.035097378345635595,0.06658395408783505,0.055919202358179675,0.06097070854483426,0.05622422148336153,0.030968490496319966,0.058767447929831844,0.057247478263900614
doc_176.txt,0.11322314421203723,0.03933240320396014,0.05722484895124823,0.1487057819343372,0.033448220640760716,0.061341474039816296,0.10894424350216453,0.03747388222762901,0.016846459977867018,0.023029859668168343,0.03577622726793762,0.9999999999999999,0.026991725090104127,0.040665931255129614,0.08112263816113902,0.016408450082244907,0.035075579218967506,0.017463583517385927,0.015171755448686947,0.0992094885545997,0.04401146188382745,0.030643374680868102,0.05473780334942215
doc_177.txt,0.062067388391908035,0.044772528912762205,0.0582355170087096,0.009105562618256183,0.014254776428989709,0.026104477495618034,0.021541011977412476,0.015601767076952239,0.0411075768231585,0.03829337117849079,0.12590393094352906,0.026991725090104127,0.9999999999999999,0.027712065583027357,0.031699134373990176,0.03461338390347688,0.04408697035353025,0.05208316524884988,0.06308067003716204,0.030213841588047945,0.008401915594314895,0.046307747165977825,0.033706791396323064
doc_61.txt,0.05766600069699833,0.03599478252840533,0.06886767457771487,0.018981712038905724,0.037936624566782526,0.0340990189947212,0.045326292733185676,0.049209649773228475,0.02882451274326928,0.052692528143837056,0.07968715082814094,0.040665931255129614,0.027712065583027357,0.9999999999999994,0.036494982944934806,0.08113906101228417,0.04240282547944195,0.05980425279362188,0.05363729783812611,0.023561334409668015,0.05299716536140415,0.04130466522202292,0.054388440334577653
doc_62.txt,0.16966783957598777,0.06223250505374846,0.15463791744579108,0.13230336247055802,0.05308946306324348,0.09810738898816225,0.11299594282786611,0.03578585362065871,0.051203584193417084,0.017320499333045726,0.06917286837144232,0.08112263816113902,0.031699134373990176,0.036494982944934806,0.9999999999999983,0.023160707568743364,0.08580567226265878,0.03313667245706454,0.040919114201507026,0.09872829143805738,0.04410551894993134,0.062377498543826515,0.08738420269642552
doc_63.txt,0.04104891895492821,0.1346057940099987,0.04552368849295353,0.016406027856907344,0.10637164266483656,0.02584649110022034,0.01846054884825097,0.054585844414015865,0.12640402975430765,0.2703144802276352,0.035097378345635595,0.016408450082244907,0.03461338390347688,0.08113906101228417,0.023160707568743364,1.0000000000000004,0.15272468706011505,0.1517218334251965,0.09273654208852569,0.006464328635815151,0.015538848827445797,0.11200746462310071,0.03218362402574108
doc_64.txt,0.11307239471888894,0.1045078162164782,0.0968212887052729,0.052292617504854894,0.07360405124340082,0.07961136609482422,0.06068775264589132,0.05039647845006096,0.09334531143085968,0.1681063306062906,0.06658395408783505,0.035075579218967506,0.04408697035353025,0.04240282547944195,0.08580567226265878,0.15272468706011505,0.9999999999999999,0.06607727628055635,0.034155244243725034,0.04178285547001571,0.04544959570855739,0.09466736361820562,0.04584829886481217
doc_65.txt,0.033102945428406014,0.06299643725312155,0.02187384564345902,0.0167760776314483,0.03588045657340867,0.017451842985243174,0.024205497248274494,0.014917763736265386,0.06692895959511194,0.14467335972907402,0.055919202358179675,0.017463583517385927,0.05208316524884988,0.05980425279362188,0.03313667245706454,0.1517218334251965,0.06607727628055635,1.0000000000000007,0.3740204054298185,0.014119954811254304,0.006179348913457524,0.041865277074075995,0.01687338279414853
doc_66.txt,0.026391020901342266,0.08108647773405697,0.01809833944862581,0.006446346870491122,0.08296965880111852,0.01837930155495543,0.020334853608610128,0.05078506583301504,0.04484332634526683,0.12302014949172596,0.06097070854483426,0.015171755448686947,0.06308067003716204,0.05363729783812611,0.040919114201507026,0.09273654208852569,0.034155244243725034,0.3740204054298185,1.0000000000000004,0.02114042330418062,0.021974693126427816,0.056100890626646756,0.015458268351242685
doc_67.txt,0.08040433013419783,0.03717707350193492,0.05384083696574135,0.12069060025711767,0.033634966089496975,0.04701164602095203,0.30687414946158,0.021273344606088374,0.012454833143880692,0.017014082172700878,0.05622422148336153,0.0992094885545997,0.030213841588047945,0.023561334409668015,0.09872829143805738,0.006464328635815151,0.04178285547001571,0.014119954811254304,0.02114042330418062,1.0000000000000007,0.008432087827984816,0.0369325392592501,0.04015996375071848
doc_68.txt,0.04452961602635089,0.01104022984916607,0.06487826639559952,0.024122610952714188,0.020393706630054038,0.02672648600762044,0.024610306062211932,0.04486572690875831,0.04480547797708939,0.009899064765326556,0.030968490496319966,0.04401146188382745,0.008401915594314895,0.05299716536140415,0.04410551894993134,0.015538848827445797,0.04544959570855739,0.006179348913457524,0.021974693126427816,0.008432087827984816,0.9999999999999998,0.01588727334437939,0.10875564217385052
doc_69.txt,0.05673155583166509,0.17437064350274972,0.0709961023979104,0.03218269283234385,0.17064719975987624,0.06781930130472856,0.04399794877358474,0.09424671060958617,0.15454653588790349,0.07267545561163616,0.058767447929831844,0.030643374680868102,0.046307747165977825,0.04130466522202292,0.062377498543826515,0.11200746462310071,0.09466736361820562,0.041865277074075995,0.056100890626646756,0.0369325392592501,0.01588727334437939,0.9999999999999984,0.0661693272475756
doc_70.txt,0.07294143450253113,0.05261898210829084,0.06873933599337465,0.057663332863010466,0.09856938355123082,0.07304409622442645,0.06367543142225952,0.04172869607120381,0.04861644687059833,0.009427985330630806,0.057247478263900614,0.05473780334942215,0.033706791396323064,0.054388440334577653,0.08738420269642552,0.03218362402574108,0.04584829886481217,0.01687338279414853,0.015458268351242685,0.04015996375071848,0.10875564217385052,0.0661693272475756,1.0000000000000007
