,Word,Frequency
0,speak,1
1,cnn,3
2,secur,2
3,sourc,2
4,name,1
5,suspect,3
6,khairi,1
7,saadallah,1
8,said,8
9,mental,1
10,health,1
11,consid,1
12,factor,1
13,assault,1
14,contribut,1
15,reason,2
16,polic,11
17,took,2
18,time,2
19,declar,1
20,terrorist,1
21,incident.saadallah,1
22,current,1
23,custodi,1
24,investig,2
25,uk,2
26,'s,3
27,counter,2
28,terror,3
29,unit,1
30,knife,1
31,attack,5
32,read,1
33,forburi,1
34,garden,1
35,saturday,1
36,afternoon,1
37,left,1
38,three,1
39,dead,1
40,sever,1
41,other,1
42,injured.uk,1
43,assist,1
44,commission,1
45,neil,1
46,basu,2
47,``,11
48,deepli,1
49,sadden,1
50,event,1
51,last,1
52,night,1
53,truli,1
54,tragic,1
55,incid,6
56,thought,2
57,thame,3
58,valley,3
59,affect,1
60,'',7
61,chief,3
62,constabl,3
63,john,1
64,campbel,2
65,sunday,2
66,natur,1
67,rare,1
68,though,1
69,know,1
70,littl,1
71,comfort,1
72,involv,2
73,understand,1
74,concern,1
75,caus,1
76,amongst,1
77,local,1
78,commun,1
79,added.eyewit,1
80,lawrenc,1
81,wort,2
82,park,2
83,told,1
84,peopl,6
85,relax,1
86,enjoy,1
87,sun,1
88,heard,1
89,man,2
90,shout,1
91,yell,1
92,began,1
93,approach,1
94,start,1
95,stab,1
96,neck,1
97,arm,1
98,multipl,1
99,way,2
100,team,1
101,saw,2
102,counter-terror,1
103,apart,1
104,block,1
105,comb,1
106,evid,1
107,earli,1
108,morn,1
109,ask,1
110,resid,1
111,stand,1
112,outsid,1
113,work,3
114,could,1
115,carri,1
116,prime,1
117,minist,1
118,bori,1
119,johnson,1
120,appal,2
121,disgust,2
122,rais,1
123,countri,1
124,alert,1
125,level,1
126,lose,1
127,live,2
128,much,1
129,famili,1
130,friend,1
131,victim,1
132,today,1
133,said.johnson,1
134,spoken,1
135,thank,1
136,offic,2
137,braveri,1
138,tackl,1
139,urg,1
140,member,1
141,public,2
142,avoid,1
143,area,1
144,confirm,1
145,cordon,1
146,remain,1
147,place,2
148,also,2
149,call,1
150,wit,1
151,come,1
152,forward,1
153,inform,1
154,would,1
155,like,1
156,hear,1
157,anyon,2
158,video,1
159,footag,2
160,respect,1
161,deceas,1
162,injur,1
163,along,1
164,love,1
165,one,1
166,pleas,1
167,circul,1
168,social,1
169,media,1
170,--,1
171,incred,1
172,distress,1
173,enquiri,1
174,undertaken,1
175,far,1
176,found,1
177,noth,1
178,suggest,1
179,present,1
180,look,1
181,els,1
182,relat,2
183,statement,1
184,ad,1
185,detect,1
186,servic,1
187,ensur,1
188,outstand,1
189,threat,1
190,note,1
191,associ,1
192,peac,1
193,black,1
194,matter,1
195,protest,1
196,earlier,1
197,day,1
198,conclud,1
199,hour,1
