,Word,Frequency
0,critic,3
1,say,7
2,instead,2
3,tackl,1
4,crisi,1
5,head-on,1
6,--,9
7,perhap,1
8,reshuffl,1
9,ministeri,1
10,team,2
11,shakeup,1
12,govern,11
13,polici,6
14,announc,3
15,inquiri,2
16,prime,8
17,minist,9
18,bori,2
19,johnson,23
20,engag,1
21,tactic,1
22,altogeth,1
23,trumpian,1
24,style,1
25,launch,2
26,cultur,7
27,war,5
28,lead,3
29,stori,3
30,britain,8
31,'s,24
32,heavyweight,1
33,newspap,5
34,last,6
35,weekend,1
36,leak,2
37,plan,2
38,block,1
39,measur,1
40,would,5
41,made,4
42,easier,1
43,tran,5
44,peopl,5
45,chang,2
46,gender,1
47,birth,1
48,certificate.a,1
49,protest,7
50,inspir,1
51,black,6
52,live,5
53,matter,5
54,movement,1
55,swept,1
56,across,1
57,uk,10
58,condemn,2
59,violent,1
60,remov,2
61,statu,5
62,slave,1
63,owner,1
64,portray,2
65,daub,1
66,graffiti,1
67,memori,1
68,effort,3
69,``,43
70,photoshop,1
71,entir,1
72,landscap,1
73,'',29
74,struggl,4
75,face,2
76,onslaught,1
77,covid-19,1
78,merger,2
79,two,2
80,big,1
81,depart,3
82,foreign,3
83,commonwealth,1
84,offic,4
85,fco,1
86,overse,1
87,intern,2
88,develop,3
89,dfid,3
90,run,1
91,aid,5
92,purpos,1
93,fulfil,2
94,aim,2
95,favor,2
96,conserv,6
97,right,5
98,tie,1
99,nation,2
100,interest,2
101,sit,1
102,thump,1
103,80-seat,1
104,major,1
105,could,2
106,anyth,1
107,want,2
108,yet,1
109,expert,2
110,former,4
111,journalist,4
112,instinct,1
113,campaign,5
114,appear,1
115,indulg,1
116,amount,1
117,re-elect,1
118,four,2
119,year,3
120,date,1
121,next,1
122,poll,2
123,mysteri,1
124,reflex,1
125,go,4
126,back,3
127,commentari,1
128,write,1
129,column,3
130,seed,1
131,press,2
132,issu,8
133,way,2
134,mobil,1
135,base,3
136,throw,1
137,hornet,1
138,nest,1
139,oppon,2
140,robert,1
141,saunder,3
142,british,5
143,polit,3
144,histori,1
145,queen,2
146,mari,2
147,univers,3
148,london,3
149,told,3
150,cnn.that,1
151,consider,1
152,larger,1
153,use,7
154,includ,4
155,mani,2
156,voter,2
157,area,1
158,formerli,1
159,stronghold,1
160,opposit,3
161,labour,4
162,parti,3
