,Word,Frequency
0,demonstr,3
1,debat,1
2,britain,3
3,'s,8
4,coloni,2
5,legaci,2
6,58,1
7,black,4
8,briton,2
9,said,8
10,think,1
11,johnson,4
12,parti,9
13,``,16
14,institut,2
15,racist,4
16,'',10
17,substanti,1
18,minor,2
19,white,3
20,peopl,4
21,39,2
22,believ,3
23,same.th,1
24,find,4
25,highlight,1
26,major,2
27,challeng,2
28,accus,1
29,make,3
30,comment,1
31,past,1
32,newspap,2
33,articl,1
34,battl,2
35,retain,1
36,public,3
37,confid,2
38,administr,1
39,amid,1
40,coronaviru,2
41,pandem,1
42,burgeon,1
43,live,1
44,matter,1
45,protests.minist,1
46,repeatedli,1
47,urg,1
48,attend,1
49,protest,2
50,cite,1
51,ban,1
52,larg,1
53,gather,1
54,enact,1
55,prevent,2
56,spread,1
57,also,3
58,condemn,1
59,forc,1
60,remov,1
61,statu,1
62,slave,1
63,trader,1
64,spokesperson,4
65,earlier,2
66,month,2
67,agre,1
68,countri,3
69,lead,1
70,alleg,2
71,grasp,1
72,scale,2
73,racism,6
74,britain.th,1
75,releas,1
76,third,2
77,nation,2
78,windrush,4
79,day,1
80,establish,2
81,commemor,1
82,men,1
83,women,2
84,caribbean,2
85,arriv,1
86,help,1
87,rebuild,2
88,year,1
89,follow,1
90,world,1
91,war,1
92,ii,1
93,member,1
94,--,3
95,name,1
96,ship,1
97,brought,1
98,one,1
99,earliest,1
100,group,2
101,migrant,1
102,uk,6
103,1948,1
104,could,1
105,provid,1
106,paperwork,1
107,prove,3
108,right,2
109,remain,1
110,result,1
111,polit,1
112,scandal,3
113,2018,2
114,prime,3
115,minist,2
116,theresa,1
117,may,2
118,home,5
119,secretari,3
120,2010,1
121,2016,1
122,describ,2
123,measur,2
124,design,1
125,creat,1
126,hostil,1
127,environ,1
128,illegally.in,1
129,cnn,4
130,poll,2
131,similar,1
132,occur,1
133,38,1
134,figur,1
135,virtual,1
136,revers,1
137,55,1
138,trust,2
139,govern,2
140,avoid,1
141,anoth,1
142,not.a,1
143,offic,2
144,told,2
145,depart,1
146,consid,1
147,lesson,1
148,learn,1
149,review,2
150,want,1
151,begin,1
152,new,2
153,chapter,1
154,priti,1
155,patel,1
156,like,1
157,give,1
158,formal,1
159,respons,1
160,summer,1
161,clear,1
162,mistreat,1
163,gener,1
164,success,1
165,complet,1
166,unaccept,1
167,wrong,1
168,ad,1
169,"12,000",1
170,document,1
171,statement,1
172,compens,1
173,payment,1
174,week,3
175,conserv,3
176,long,1
177,flare,1
178,sever,2
179,occas,1
180,postwar,1
181,histori,1
182,deepli,1
183,anti-immigr,1
184,polem,1
185,known,1
186,river,1
187,blood,1
188,speech,1
189,mp,1
190,enoch,1
191,powel,1
192,1968,1
193,race,4
194,riot,1
195,1980,1
196,ministership,1
197,margaret,1
198,thatcher,1
199,recent,1
200,fiasco,1
201,dent,1
202,imag,1
203,among,1
204,ethnic,1
205,'re,1
206,proud,1
207,champion,1
208,support,1
209,opportun,1
210,religion,2
211,background,1
212,prejudic,1
213,discrimin,1
214,place,1
215,never,1
216,stand,2
217,come,1
218,abus,1
219,kind,1
220,last,1
221,announc,1
222,commiss,3
223,examin,1
224,racial,2
225,inequ,2
226,report,1
227,involv,1
228,down,2
229,street,2
230,aid,1
231,set,2
232,controversi,1
233,critic,1
234,say,1
235,munira,1
236,mirza,1
237,unsuit,1
238,task,1
239,previous,1
240,deni,1
241,widespread,1
242,exist,1
243,write,1
244,2017,1
245,membership,1
246,yet,1
247,decided.johnson,1
248,view,2
249,dog,2
250,column,1
251,muslim,1
252,wear,1
253,face,2
254,veil,1
255,resembl,1
256,letterbox,1
257,bankrobb,1
258,2002,1
259,watermelon,1
260,smile,1
261,quot,1
262,taken,1
263,context,1
264,savanta,1
265,comr,1
266,survey,1
267,"1,535",1
268,british,2
269,adult,1
270,toward,2
271,relat,1
272,laid,1
273,bare,1
274,percept,1
275,aspect,1
276,life,1
277,difficult,1
278,read,1
279,parties.around,1
280,respond,1
281,opposit,1
282,labour,4
283,peak,1
284,period,1
285,previou,1
286,leader,2
287,jeremi,1
288,corbyn,1
289,keir,1
290,starmer,3
291,pledg,1
292,stamp,1
293,anti-semit,2
294,party.although,1
295,ask,1
296,specif,1
297,broader,1
298,step,1
299,issu,1
300,includ,1
301,number,1
302,intern,1
303,aim,1
304,ensur,1
305,embodi,1
306,valu,1
307,thousand,1
308,throughout,1
309,june,1
310,wave,1
311,activ,1
312,prompt,1
313,unit,1
314,state,1
315,25,1
316,spark,1
317,convers,1
318,much,1
319,center,1
320,around,1
321,question,1
